,tract_geoid_1,name_1,tract_geoid_2,name_2,geometry
0,47037013200,Census Tract 132,47037013201,Census Tract 132.01,"POLYGON ((-86.873414 36.149244, -86.873611 36.14918, -86.87386099999999 36.1491, -86.87402999999999 36.149049, -86.87420299999999 36.148989, -86.874363 36.148936, -86.87440000000001 36.148922, -86.874522 36.148875, -86.87469 36.14881099999999, -86.874887 36.148726, -86.874934 36.148706, -86.875007 36.148672, -86.8755 36.148446, -86.87592599999999 36.148232, -86.87634 36.148003, -86.87674199999999 36.14776, -86.87714199999999 36.147495, -86.877391 36.147331, -86.87924199999999 36.14596, -86.88062099999999 36.144946, -86.883043 36.143153, -86.883408 36.142884, -86.883679 36.142676, -86.884124 36.142348, -86.884998 36.141689, -86.88508299999999 36.141625, -86.88533799999999 36.141435, -86.885424 36.141372, -86.885459 36.141386, -86.885564 36.141428, -86.88560000000001 36.141443, -86.885733 36.141497, -86.885741 36.1415, -86.885958 36.141533, -86.886152 36.141469, -86.88620899999999 36.141451, -86.88628399999999 36.141411, -86.886365 36.141368, -86.88651399999999 36.14132499999999, -86.886681 36.141354, -86.886764 36.141369, -86.88688599999999 36.141435, -86.886995 36.141545, -86.887123 36.14183, -86.88732 36.141957, -86.887699 36.142089, -86.88787499999999 36.142161, -86.88804399999999 36.142172, -86.888288 36.142205, -86.88841699999999 36.142342, -86.888966 36.142359, -86.889156 36.142326, -86.890418 36.142842, -86.89165299999999 36.143007, -86.891791 36.142982, -86.891904 36.142979, -86.891958 36.142942, -86.89198399999999 36.142932, -86.892043 36.142926, -86.89207499999999 36.142932, -86.89191199999999 36.143517, -86.89162399999999 36.143958, -86.89157299999999 36.144035, -86.89152 36.144118, -86.89146199999999 36.144286, -86.89143299999999 36.144374, -86.89084099999999 36.146116, -86.890081 36.147952, -86.88990099999999 36.148388, -86.88969399999999 36.149062, -86.889404 36.149699, -86.88921599999999 36.150361, -86.889034 36.151778, -86.88806699999999 36.157041, -86.887984 36.157896, -86.88776799999999 36.158698, -86.887897 36.159126, -86.887925 36.159219, -86.888131 36.160458, -86.88817299999999 36.161028, -86.88835399999999 36.161909, -86.88866899999999 36.162691, -86.888741 36.162835, -86.888515 36.16288, -86.88792699999999 36.163001, -86.88784299999999 36.162971, -86.88762699999999 36.162896, -86.887075 36.162635, -86.885419 36.161853, -86.884868 36.161593, -86.884264 36.161316, -86.882452 36.160485, -86.881849 36.160209, -86.88138699999999 36.159999, -86.88000199999999 36.15937, -86.879593 36.159184, -86.879542 36.159158, -86.879306 36.159052, -86.87924199999999 36.159024, -86.878941 36.15889, -86.878652 36.158762, -86.878598 36.158738, -86.87836299999999 36.158633, -86.878092 36.158519, -86.878046 36.1585, -86.877729 36.158366, -86.87737 36.158215, -86.877281 36.15817699999999, -86.877011 36.158064, -86.87703599999999 36.157934, -86.8771 36.157753, -86.877256 36.157255, -86.87768299999999 36.155761, -86.878061 36.154818, -86.878096 36.154704, -86.87809899999999 36.154678, -86.878113 36.154537, -86.87815399999999 36.154242, -86.878159 36.154147, -86.87815499999999 36.154117, -86.878147 36.154045, -86.878119 36.153941, -86.878035 36.153738, -86.877972 36.15364, -86.877888 36.153534, -86.87770499999999 36.153381, -86.877591 36.153303, -86.87702499999999 36.153033, -86.876661 36.15285, -86.876497 36.152753, -86.87623099999999 36.152565, -86.876071 36.152491, -86.875535 36.151845, -86.875271 36.15149299999999, -86.875182 36.151387, -86.87491799999999 36.15107, -86.87483 36.150965, -86.874623 36.150718, -86.874004 36.149979, -86.873938 36.149899, -86.873786 36.149744, -86.873739 36.149678, -86.873598 36.149481, -86.87352399999999 36.149381, -86.873414 36.149244))"
1,47037018406,Census Tract 184.06,47037018409,Census Tract 184.09,"POLYGON ((-86.97225999999999 36.070001, -86.973422 36.070137, -86.973652 36.070167, -86.973815 36.070188, -86.97703299999999 36.070616, -86.978476 36.070808, -86.9787 36.07083799999999, -86.979619 36.070963, -86.97984799999999 36.070985, -86.98003199999999 36.070998, -86.980341 36.071043, -86.980856 36.07112, -86.981268 36.071194, -86.98139499999999 36.071217, -86.98157599999999 36.071251, -86.98181 36.071294, -86.981871 36.071306, -86.982513 36.071442, -86.982753 36.071491, -86.98281299999999 36.071503, -86.983048 36.071553, -86.983541 36.071678, -86.983897 36.071776, -86.984066 36.07182299999999, -86.98444499999999 36.071936, -86.98475599999999 36.072045, -86.985124 36.072173, -86.985407 36.072272, -86.985973 36.072482, -86.98638 36.072655, -86.98647 36.072694, -86.986812 36.072839, -86.987049 36.072952, -86.987116 36.072984, -86.98718199999999 36.073015, -86.98710899999999 36.073128, -86.98645399999999 36.073624, -86.98633199999999 36.07371699999999, -86.98571 36.073995, -86.984832 36.074121, -86.984033 36.074348, -86.98375299999999 36.074495, -86.98290799999999 36.074943, -86.98264499999999 36.075082, -86.98224599999999 36.075294, -86.981927 36.075596, -86.981729 36.075785, -86.98171499999999 36.075803, -86.98161999999999 36.07577, -86.981526 36.075736, -86.978144 36.074531, -86.977735 36.074396, -86.977436 36.074312, -86.977144 36.074231, -86.976755 36.074146, -86.97635699999999 36.07406599999999, -86.975498 36.073944, -86.97486499999999 36.0739, -86.974363 36.073882, -86.974283 36.073884, -86.97375799999999 36.073895, -86.97322299999999 36.073923, -86.973006 36.073942, -86.972599 36.07398999999999, -86.97206899999999 36.074072, -86.971428 36.074209, -86.971001 36.074316, -86.970511 36.074466, -86.969972 36.074663, -86.969534 36.074841, -86.969201 36.074993, -86.968125 36.075506, -86.96654699999999 36.076261, -86.96468 36.077181, -86.964558 36.077239, -86.96266399999999 36.078149, -86.961568 36.078675, -86.96047299999999 36.079201, -86.956565 36.081053, -86.956436 36.081112, -86.956369 36.081138, -86.956227 36.081192, -86.95524499999999 36.080589, -86.955021 36.080458, -86.954898 36.080386, -86.954797 36.080327, -86.954156 36.079952, -86.95385999999999 36.07977899999999, -86.953515 36.079577, -86.953266 36.079432, -86.952586 36.07911199999999, -86.95191799999999 36.078879, -86.951725 36.078812, -86.95080999999999 36.078542, -86.949941 36.078285, -86.949072 36.078028, -86.948105 36.077742, -86.947138 36.077456, -86.946895 36.077384, -86.94624399999999 36.077192, -86.945351 36.076929, -86.945286 36.07691, -86.94521999999999 36.07689, -86.94532599999999 36.076673, -86.94538799999999 36.076548, -86.94555699999999 36.076205, -86.94564699999999 36.076022, -86.945697 36.075922, -86.945742 36.075801, -86.945894 36.075394, -86.945984 36.075155, -86.94612099999999 36.074115, -86.94617799999999 36.073685, -86.946269 36.073142, -86.946333 36.072764, -86.94649099999999 36.0722, -86.94677999999999 36.071608, -86.94679099999999 36.071589, -86.94693199999999 36.071366, -86.94708299999999 36.071123, -86.94685699999999 36.071022, -86.94672299999999 36.070958, -86.945791 36.070514, -86.945651 36.070447, -86.94554199999999 36.070396, -86.94529399999999 36.070278, -86.945103 36.070151, -86.94497 36.070036, -86.944833 36.069897, -86.94477499999999 36.069838, -86.944509 36.069591, -86.944 36.069288, -86.94371 36.069166, -86.94349099999999 36.069091, -86.94328 36.06905, -86.94322799999999 36.06904, -86.94285499999999 36.068987, -86.94268599999999 36.068973, -86.94262599999999 36.068967, -86.942537 36.06896, -86.942448 36.068952, -86.94238899999999 36.068947, -86.94220399999999 36.068931, -86.941649 36.068883, -86.94146499999999 36.06886799999999, -86.941485 36.068736, -86.941492 36.068692, -86.941535 36.068518, -86.941558 36.068345, -86.941577 36.068214, -86.941602 36.068059, -86.94167899999999 36.067595, -86.941705 36.067441, -86.94181999999999 36.06672, -86.941833 36.066467, -86.941822 36.066334, -86.94178599999999 36.066229, -86.941706 36.066125, -86.941659 36.066067, -86.941525 36.065973, -86.94094899999999 36.065614, -86.94033999999999 36.065265, -86.940026 36.065079, -86.93952999999999 36.064823, -86.939297 36.064685, -86.939554 36.064464, -86.939594 36.064442, -86.940113 36.064113, -86.94026699999999 36.064015, -86.94072899999999 36.063724, -86.940884 36.063627, -86.941277 36.063396, -86.94145399999999 36.063293, -86.94224299999999 36.062797, -86.942348 36.06272, -86.94242 36.062648, -86.942745 36.062328, -86.94282199999999 36.062188, -86.942904 36.062068, -86.943006 36.061898, -86.943077 36.061766, -86.943274 36.061405, -86.944064 36.060072, -86.944221 36.059808, -86.944344 36.059617, -86.94437599999999 36.059568, -86.94440899999999 36.059518, -86.94444 36.059529, -86.945314 36.060011, -86.946257 36.06033, -86.94692999999999 36.06061, -86.94749 36.060963, -86.947857 36.061312, -86.94862999999999 36.062045, -86.94904199999999 36.062314, -86.949438 36.062474, -86.949997 36.062589, -86.950576 36.062593, -86.95181099999999 36.062489, -86.95224899999999 36.062541, -86.95258 36.062646, -86.952916 36.062818, -86.953205 36.06316899999999, -86.95343 36.063716, -86.95369099999999 36.06435, -86.95432699999999 36.065326, -86.95447299999999 36.065848, -86.954483 36.066735, -86.95432099999999 36.06797299999999, -86.954279 36.068632, -86.95426499999999 36.068863, -86.95426999999999 36.071027, -86.95417399999999 36.072125, -86.95424199999999 36.072547, -86.954365 36.072563, -86.95463699999999 36.072597, -86.95484599999999 36.072614, -86.95495299999999 36.072624, -86.95545899999999 36.072655, -86.955748 36.07266, -86.956042 36.072658, -86.956462 36.072646, -86.95666799999999 36.07263, -86.95677499999999 36.072622, -86.957037 36.072593, -86.95727199999999 36.072561, -86.95784999999999 36.072475, -86.95816499999999 36.072415, -86.95848099999999 36.072345, -86.95863299999999 36.072305, -86.958913 36.072234, -86.95966299999999 36.071999, -86.961387 36.07143, -86.962266 36.071157, -86.96259499999999 36.071046, -86.963706 36.070672, -86.963808 36.070638, -86.963909 36.070604, -86.964001 36.070575, -86.96409299999999 36.070546, -86.96411599999999 36.070538, -86.964698 36.070356, -86.964968 36.070275, -86.96525699999999 36.070188, -86.965344 36.070163, -86.965671 36.070073, -86.966061 36.06997399999999, -86.96622699999999 36.069941, -86.966526 36.069883, -86.966938 36.069807, -86.967123 36.069781, -86.96731199999999 36.069756, -86.96781799999999 36.069704, -86.96803299999999 36.069682, -86.968232 36.069675, -86.968616 36.069662, -86.96875 36.069664, -86.969094 36.069672, -86.969341 36.069687, -86.96963799999999 36.069692, -86.969927 36.069712, -86.97010899999999 36.069726, -86.970659 36.069796, -86.971677 36.069926, -86.97225999999999 36.070001))"
