,index,label
16063,B25122_077E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$500 to $599"
16060,B25122_078E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$600 to $699"
16071,B25122_079E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$700 to $799"
15955,B25122_080E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$800 to $899"
15971,B25122_081E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$900 to $999"
15964,B25122_082E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$1,000 to $1,249"
15985,B25122_083E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$1,250 to $1,499"
15978,B25122_084E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$1,500 to $1,999"
15903,B25122_085E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$2,000 or more"
15901,B25122_086E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$50,000 to $74,999:!!No cash rent"
15915,B25122_087E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:"
15909,B25122_088E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:"
15923,B25122_089E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!Less than $100"
15808,B25122_090E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$100 to $199"
15824,B25122_091E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$200 to $299"
15814,B25122_092E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$300 to $399"
15831,B25122_093E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$400 to $499"
15826,B25122_094E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$500 to $599"
15846,B25122_095E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$600 to $699"
15839,B25122_096E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$700 to $799"
15756,B25122_097E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$800 to $899"
15746,B25122_098E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$900 to $999"
15770,B25122_099E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$1,000 to $1,249"
13673,B25122_100E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$1,250 to $1,499"
13670,B25122_101E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$1,500 to $1,999"
13632,B25122_102E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$2,000 or more"
13626,B25122_103E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$75,000 to $99,999:!!No cash rent"
13646,B25122_104E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:"
13639,B25122_105E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:"
13655,B25122_106E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!Less than $100"
13649,B25122_107E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$100 to $199"
13651,B25122_108E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$200 to $299"
13665,B25122_109E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$300 to $399"
13544,B25122_110E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$400 to $499"
13539,B25122_111E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$500 to $599"
13551,B25122_112E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$600 to $699"
13548,B25122_113E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$700 to $799"
13498,B25122_114E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$800 to $899"
13494,B25122_115E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$900 to $999"
13509,B25122_116E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$1,000 to $1,249"
13502,B25122_117E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$1,250 to $1,499"
13520,B25122_118E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$1,500 to $1,999"
13521,B25122_119E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!With cash rent:!!$2,000 or more"
15107,B25122_120E,"Estimate!!Total:!!Household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!$100,000 or more:!!No cash rent"
20466,B25123_001E,Estimate!!Total:
20464,B25123_002E,Estimate!!Total:!!Owner occupied:
20462,B25123_003E,Estimate!!Total:!!Owner occupied:!!With one selected condition
20460,B25123_004E,Estimate!!Total:!!Owner occupied:!!With two selected conditions
20458,B25123_005E,Estimate!!Total:!!Owner occupied:!!With three selected conditions
20457,B25123_006E,Estimate!!Total:!!Owner occupied:!!With four selected conditions
20455,B25123_007E,Estimate!!Total:!!Owner occupied:!!No selected conditions
20456,B25123_008E,Estimate!!Total:!!Renter occupied:
18133,B25123_009E,Estimate!!Total:!!Renter occupied:!!With one selected condition
18013,B25123_010E,Estimate!!Total:!!Renter occupied:!!With two selected conditions
18008,B25123_011E,Estimate!!Total:!!Renter occupied:!!With three selected conditions
18086,B25123_012E,Estimate!!Total:!!Renter occupied:!!With four selected conditions
18079,B25123_013E,Estimate!!Total:!!Renter occupied:!!No selected conditions
27592,B25124_001E,Estimate!!Total:
27594,B25124_002E,Estimate!!Total:!!Owner occupied:
27641,B25124_003E,Estimate!!Total:!!Owner occupied:!!1-person household:
27647,B25124_004E,"Estimate!!Total:!!Owner occupied:!!1-person household:!!1, detached  or attached"
27653,B25124_005E,Estimate!!Total:!!Owner occupied:!!1-person household:!!2 to 4
27662,B25124_006E,Estimate!!Total:!!Owner occupied:!!1-person household:!!5 to 19
27657,B25124_007E,Estimate!!Total:!!Owner occupied:!!1-person household:!!20 to 49
27615,B25124_008E,Estimate!!Total:!!Owner occupied:!!1-person household:!!50 or more
27619,B25124_009E,"Estimate!!Total:!!Owner occupied:!!1-person household:!!Mobile home, boat, RV, van, etc."
27750,B25124_010E,Estimate!!Total:!!Owner occupied:!!2-person household:
27710,B25124_011E,"Estimate!!Total:!!Owner occupied:!!2-person household:!!1, detached  or attached"
27717,B25124_012E,Estimate!!Total:!!Owner occupied:!!2-person household:!!2 to 4
27724,B25124_013E,Estimate!!Total:!!Owner occupied:!!2-person household:!!5 to 19
27731,B25124_014E,Estimate!!Total:!!Owner occupied:!!2-person household:!!20 to 49
27775,B25124_015E,Estimate!!Total:!!Owner occupied:!!2-person household:!!50 or more
27782,B25124_016E,"Estimate!!Total:!!Owner occupied:!!2-person household:!!Mobile home, boat, RV, van, etc."
27792,B25124_017E,Estimate!!Total:!!Owner occupied:!!3-person household:
27788,B25124_018E,"Estimate!!Total:!!Owner occupied:!!3-person household:!!1, detached  or attached"
27798,B25124_019E,Estimate!!Total:!!Owner occupied:!!3-person household:!!2 to 4
27916,B25124_020E,Estimate!!Total:!!Owner occupied:!!3-person household:!!5 to 19
27918,B25124_021E,Estimate!!Total:!!Owner occupied:!!3-person household:!!20 to 49
27923,B25124_022E,Estimate!!Total:!!Owner occupied:!!3-person household:!!50 or more
27876,B25124_023E,"Estimate!!Total:!!Owner occupied:!!3-person household:!!Mobile home, boat, RV, van, etc."
27885,B25124_024E,Estimate!!Total:!!Owner occupied:!!4-person household:
27892,B25124_025E,"Estimate!!Total:!!Owner occupied:!!4-person household:!!1, detached  or attached"
27902,B25124_026E,Estimate!!Total:!!Owner occupied:!!4-person household:!!2 to 4
26270,B25124_027E,Estimate!!Total:!!Owner occupied:!!4-person household:!!5 to 19
26276,B25124_028E,Estimate!!Total:!!Owner occupied:!!4-person household:!!20 to 49
26273,B25124_029E,Estimate!!Total:!!Owner occupied:!!4-person household:!!50 or more
26300,B25124_030E,"Estimate!!Total:!!Owner occupied:!!4-person household:!!Mobile home, boat, RV, van, etc."
26322,B25124_031E,Estimate!!Total:!!Owner occupied:!!5-or-more person household:
26324,B25124_032E,"Estimate!!Total:!!Owner occupied:!!5-or-more person household:!!1, detached  or attached:"
26328,B25124_033E,Estimate!!Total:!!Owner occupied:!!5-or-more person household:!!2 to 4
26331,B25124_034E,Estimate!!Total:!!Owner occupied:!!5-or-more person household:!!5 to 19
26304,B25124_035E,Estimate!!Total:!!Owner occupied:!!5-or-more person household:!!20 to 49
26310,B25124_036E,Estimate!!Total:!!Owner occupied:!!5-or-more person household:!!50 or more
26316,B25124_037E,"Estimate!!Total:!!Owner occupied:!!5-or-more person household:!!Mobile home, boat, RV, van, etc."
26319,B25124_038E,Estimate!!Total:!!Renter occupied:
26346,B25124_039E,Estimate!!Total:!!Renter occupied:!!1-person household:
26387,B25124_040E,"Estimate!!Total:!!Renter occupied:!!1-person household:!!1, detached  or attached"
26389,B25124_041E,Estimate!!Total:!!Renter occupied:!!1-person household:!!2 to 4
26391,B25124_042E,Estimate!!Total:!!Renter occupied:!!1-person household:!!5 to 19
26421,B25124_043E,Estimate!!Total:!!Renter occupied:!!1-person household:!!20 to 49
26424,B25124_044E,Estimate!!Total:!!Renter occupied:!!1-person household:!!50 or more
26427,B25124_045E,"Estimate!!Total:!!Renter occupied:!!1-person household:!!Mobile home, boat, RV, van, etc."
26430,B25124_046E,Estimate!!Total:!!Renter occupied:!!2-person household:
26401,B25124_047E,"Estimate!!Total:!!Renter occupied:!!2-person household:!!1, detached  or attached"
26406,B25124_048E,Estimate!!Total:!!Renter occupied:!!2-person household:!!2 to 4
26414,B25124_049E,Estimate!!Total:!!Renter occupied:!!2-person household:!!5 to 19
26494,B25124_050E,Estimate!!Total:!!Renter occupied:!!2-person household:!!20 to 49
26473,B25124_051E,Estimate!!Total:!!Renter occupied:!!2-person household:!!50 or more
26477,B25124_052E,"Estimate!!Total:!!Renter occupied:!!2-person household:!!Mobile home, boat, RV, van, etc."
26482,B25124_053E,Estimate!!Total:!!Renter occupied:!!3-person household:
26485,B25124_054E,"Estimate!!Total:!!Renter occupied:!!3-person household:!!1, detached  or attached"
26501,B25124_055E,Estimate!!Total:!!Renter occupied:!!3-person household:!!2 to 4
26506,B25124_056E,Estimate!!Total:!!Renter occupied:!!3-person household:!!5 to 19
26510,B25124_057E,Estimate!!Total:!!Renter occupied:!!3-person household:!!20 to 49
26513,B25124_058E,Estimate!!Total:!!Renter occupied:!!3-person household:!!50 or more
26496,B25124_059E,"Estimate!!Total:!!Renter occupied:!!3-person household:!!Mobile home, boat, RV, van, etc."
26555,B25124_060E,Estimate!!Total:!!Renter occupied:!!4-person household:
26556,B25124_061E,"Estimate!!Total:!!Renter occupied:!!4-person household:!!1, detached  or attached"
26557,B25124_062E,Estimate!!Total:!!Renter occupied:!!4-person household:!!2 to 4
26547,B25124_063E,Estimate!!Total:!!Renter occupied:!!4-person household:!!5 to 19
26549,B25124_064E,Estimate!!Total:!!Renter occupied:!!4-person household:!!20 to 49
26550,B25124_065E,Estimate!!Total:!!Renter occupied:!!4-person household:!!50 or more
26552,B25124_066E,"Estimate!!Total:!!Renter occupied:!!4-person household:!!Mobile home, boat, RV, van, etc."
26567,B25124_067E,Estimate!!Total:!!Renter occupied:!!5-or-more person household:
26571,B25124_068E,"Estimate!!Total:!!Renter occupied:!!5-or-more person household:!!1, detached  or attached:"
26577,B25124_069E,Estimate!!Total:!!Renter occupied:!!5-or-more person household:!!2 to 4
26623,B25124_070E,Estimate!!Total:!!Renter occupied:!!5-or-more person household:!!5 to 19
26651,B25124_071E,Estimate!!Total:!!Renter occupied:!!5-or-more person household:!!20 to 49
26653,B25124_072E,Estimate!!Total:!!Renter occupied:!!5-or-more person household:!!50 or more
26656,B25124_073E,"Estimate!!Total:!!Renter occupied:!!5-or-more person household:!!Mobile home, boat, RV, van, etc."
652,B25125_001E,Estimate!!Total:
680,B25125_002E,Estimate!!Total:!!Owner occupied:
683,B25125_003E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:
670,B25125_004E,"Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!1, detached  or attached"
676,B25125_005E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!2 to 4
678,B25125_006E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!5 to 19
694,B25125_007E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!20 to 49
696,B25125_008E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!50 or more
689,B25125_009E,"Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Mobile home, boat, RV, van, etc."
824,B25125_010E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:
829,B25125_011E,"Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!1, detached  or attached"
813,B25125_012E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!2 to 4
819,B25125_013E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!5 to 19
845,B25125_014E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!20 to 49
852,B25125_015E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!50 or more
833,B25125_016E,"Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Mobile home, boat, RV, van, etc."
834,B25125_017E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:
840,B25125_018E,"Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!1, detached  or attached"
859,B25125_019E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!2 to 4
784,B25125_020E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!5 to 19
790,B25125_021E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!20 to 49
955,B25125_022E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!50 or more
965,B25125_023E,"Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Mobile home, boat, RV, van, etc."
937,B25125_024E,Estimate!!Total:!!Renter occupied:
946,B25125_025E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:
995,B25125_026E,"Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!1, detached  or attached"
1003,B25125_027E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!2 to 4
1006,B25125_028E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!5 to 19
976,B25125_029E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!20 to 49
920,B25125_030E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!50 or more
929,B25125_031E,"Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Mobile home, boat, RV, van, etc."
906,B25125_032E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:
914,B25125_033E,"Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!1, detached  or attached"
1132,B25125_034E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!2 to 4
1140,B25125_035E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!5 to 19
1123,B25125_036E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!20 to 49
1128,B25125_037E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!50 or more
1157,B25125_038E,"Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Mobile home, boat, RV, van, etc."
1159,B25125_039E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:
1079,B25125_040E,"Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!1, detached  or attached"
1082,B25125_041E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!2 to 4
1111,B25125_042E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!5 to 19
1117,B25125_043E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!20 to 49
1100,B25125_044E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!50 or more
1106,B25125_045E,"Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Mobile home, boat, RV, van, etc."
7504,B25126_001E,Estimate!!Total:
7506,B25126_002E,Estimate!!Total:!!Owner occupied:
7508,B25126_003E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:
7511,B25126_004E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 2020 or later
7515,B25126_005E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 2010 to 2019
7519,B25126_006E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 2000 to 2009
7523,B25126_007E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1990 to 1999
7527,B25126_008E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1980 to 1989
7531,B25126_009E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1970 to 1979
7375,B25126_010E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1960 to 1969
7379,B25126_011E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1950 to 1959
7383,B25126_012E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1940 to 1949
7387,B25126_013E,Estimate!!Total:!!Owner occupied:!!Householder 15 to 34 years:!!Built 1939 or earlier
7388,B25126_014E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:
7389,B25126_015E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 2020 or later
7391,B25126_016E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 2010 to 2019
7393,B25126_017E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 2000 to 2009
7396,B25126_018E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1990 to 1999
7399,B25126_019E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1980 to 1989
7692,B25126_020E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1970 to 1979
7693,B25126_021E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1960 to 1969
7695,B25126_022E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1950 to 1959
7697,B25126_023E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1940 to 1949
7699,B25126_024E,Estimate!!Total:!!Owner occupied:!!Householder 35 to 64 years:!!Built 1939 or earlier
7700,B25126_025E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:
7703,B25126_026E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 2020 or later
7706,B25126_027E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 2010 to 2019
7711,B25126_028E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 2000 to 2009
7715,B25126_029E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1990 to 1999
7588,B25126_030E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1980 to 1989
7591,B25126_031E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1970 to 1979
7593,B25126_032E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1960 to 1969
7595,B25126_033E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1950 to 1959
7598,B25126_034E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1940 to 1949
7601,B25126_035E,Estimate!!Total:!!Owner occupied:!!Householder 65 years and over:!!Built 1939 or earlier
7604,B25126_036E,Estimate!!Total:!!Renter occupied:
7607,B25126_037E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:
7611,B25126_038E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 2020 or later
7614,B25126_039E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 2010 to 2019
7687,B25126_040E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 2000 to 2009
7910,B25126_041E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1990 to 1999
7911,B25126_042E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1980 to 1989
7913,B25126_043E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1970 to 1979
7915,B25126_044E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1960 to 1969
7918,B25126_045E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1950 to 1959
7923,B25126_046E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1940 to 1949
7928,B25126_047E,Estimate!!Total:!!Renter occupied:!!Householder 15 to 34 years:!!Built 1939 or earlier
7934,B25126_048E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:
7940,B25126_049E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 2020 or later
8029,B25126_050E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 2010 to 2019
8037,B25126_051E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 2000 to 2009
8043,B25126_052E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1990 to 1999
7787,B25126_053E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1980 to 1989
7789,B25126_054E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1970 to 1979
7791,B25126_055E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1960 to 1969
7793,B25126_056E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1950 to 1959
7796,B25126_057E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1940 to 1949
7800,B25126_058E,Estimate!!Total:!!Renter occupied:!!Householder 35 to 64 years:!!Built 1939 or earlier
7802,B25126_059E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:
7881,B25126_060E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 2020 or later
7887,B25126_061E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 2010 to 2019
7893,B25126_062E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 2000 to 2009
7899,B25126_063E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1990 to 1999
7904,B25126_064E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1980 to 1989
6405,B25126_065E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1970 to 1979
6409,B25126_066E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1960 to 1969
6412,B25126_067E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1950 to 1959
6417,B25126_068E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1940 to 1949
6421,B25126_069E,Estimate!!Total:!!Renter occupied:!!Householder 65 years and over:!!Built 1939 or earlier
15270,B25127_001E,Estimate!!Total:
15285,B25127_002E,Estimate!!Total:!!Owner occupied:
15281,B25127_003E,Estimate!!Total:!!Owner occupied:!!Built 2020 or later:
15278,B25127_004E,"Estimate!!Total:!!Owner occupied:!!Built 2020 or later:!!1, detached  or attached"
15386,B25127_005E,Estimate!!Total:!!Owner occupied:!!Built 2020 or later:!!2 to 4
15384,B25127_006E,Estimate!!Total:!!Owner occupied:!!Built 2020 or later:!!5 to 19
15390,B25127_007E,Estimate!!Total:!!Owner occupied:!!Built 2020 or later:!!20 to 49
15388,B25127_008E,Estimate!!Total:!!Owner occupied:!!Built 2020 or later:!!50 or more
15374,B25127_009E,"Estimate!!Total:!!Owner occupied:!!Built 2020 or later:!!Mobile home, boat, RV, van, etc."
15155,B25127_010E,Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:
15150,B25127_011E,"Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:!!1, detached  or attached"
15131,B25127_012E,Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:!!2 to 4
15129,B25127_013E,Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:!!5 to 19
15139,B25127_014E,Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:!!20 to 49
15136,B25127_015E,Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:!!50 or more
15133,B25127_016E,"Estimate!!Total:!!Owner occupied:!!Built 2000 to 2019:!!Mobile home, boat, RV, van, etc."
15256,B25127_017E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:
15252,B25127_018E,"Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!1, detached  or attached"
15263,B25127_019E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!2 to 4
15542,B25127_020E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!5 to 19
15538,B25127_021E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!20 to 49
