,index,label
7454,B25050_009E,Estimate!!Total:!!Complete plumbing facilities:!!1.01 or more occupants per room:!!Built 1940 to 1949
7510,B25050_010E,Estimate!!Total:!!Complete plumbing facilities:!!1.01 or more occupants per room:!!Built 1939 or earlier
7513,B25050_011E,Estimate!!Total:!!Lacking complete plumbing facilities:
7550,B25050_012E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.00 or less occupants per room:
7552,B25050_013E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.00 or less occupants per room:!!Built 1950 or later
7555,B25050_014E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.00 or less occupants per room:!!Built 1940 to 1949
7559,B25050_015E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.00 or less occupants per room:!!Built 1939 or earlier
7534,B25050_016E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.01 or more occupants per room:
7538,B25050_017E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.01 or more occupants per room:!!Built 1950 or later
7540,B25050_018E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.01 or more occupants per room:!!Built 1940 to 1949
7543,B25050_019E,Estimate!!Total:!!Lacking complete plumbing facilities:!!1.01 or more occupants per room:!!Built 1939 or earlier
13437,B25051_001E,Estimate!!Total:
13441,B25051_002E,Estimate!!Total:!!Complete kitchen facilities
13460,B25051_003E,Estimate!!Total:!!Lacking complete kitchen facilities
27640,B25052_001E,Estimate!!Total:
27632,B25052_002E,Estimate!!Total:!!Complete kitchen facilities
27627,B25052_003E,Estimate!!Total:!!Lacking complete kitchen facilities
5166,B25053_001E,Estimate!!Total:
5164,B25053_002E,Estimate!!Total:!!Owner occupied:
5177,B25053_003E,Estimate!!Total:!!Owner occupied:!!Complete kitchen facilities
5170,B25053_004E,Estimate!!Total:!!Owner occupied:!!Lacking complete kitchen facilities
5149,B25053_005E,Estimate!!Total:!!Renter occupied:
5143,B25053_006E,Estimate!!Total:!!Renter occupied:!!Complete kitchen facilities
5158,B25053_007E,Estimate!!Total:!!Renter occupied:!!Lacking complete kitchen facilities
10117,B25054_001E,Estimate!!Total:
10111,B25054_002E,Estimate!!Total:!!Complete kitchen facilities:
10108,B25054_003E,Estimate!!Total:!!Complete kitchen facilities:!!Meals included in rent
10083,B25054_004E,Estimate!!Total:!!Complete kitchen facilities:!!No meals included in rent
10079,B25054_005E,Estimate!!Total:!!Lacking complete kitchen facilities:
10073,B25054_006E,Estimate!!Total:!!Lacking complete kitchen facilities:!!Meals included in rent
10068,B25054_007E,Estimate!!Total:!!Lacking complete kitchen facilities:!!No meals included in rent
9276,B25055_001E,Estimate!!Total:
9282,B25055_002E,Estimate!!Total:!!Householder 15 to 54 years:
9286,B25055_003E,Estimate!!Total:!!Householder 15 to 54 years:!!Meals included in rent
9289,B25055_004E,Estimate!!Total:!!Householder 15 to 54 years:!!No meals included in rent
9295,B25055_005E,Estimate!!Total:!!Householder 55 to 64 years:
9302,B25055_006E,Estimate!!Total:!!Householder 55 to 64 years:!!Meals included in rent
9356,B25055_007E,Estimate!!Total:!!Householder 55 to 64 years:!!No meals included in rent
9362,B25055_008E,Estimate!!Total:!!Householder 65 to 74 years:
9371,B25055_009E,Estimate!!Total:!!Householder 65 to 74 years:!!Meals included in rent
9019,B25055_010E,Estimate!!Total:!!Householder 65 to 74 years:!!No meals included in rent
8987,B25055_011E,Estimate!!Total:!!Householder 75 years and over:
8988,B25055_012E,Estimate!!Total:!!Householder 75 years and over:!!Meals included in rent
8990,B25055_013E,Estimate!!Total:!!Householder 75 years and over:!!No meals included in rent
15888,B25056_001E,Estimate!!Total:
15791,B25056_002E,Estimate!!Total:!!With cash rent:
15800,B25056_003E,Estimate!!Total:!!With cash rent:!!Less than $100
15779,B25056_004E,Estimate!!Total:!!With cash rent:!!$100 to $149
15784,B25056_005E,Estimate!!Total:!!With cash rent:!!$150 to $199
15766,B25056_006E,Estimate!!Total:!!With cash rent:!!$200 to $249
15774,B25056_007E,Estimate!!Total:!!With cash rent:!!$250 to $299
15749,B25056_008E,Estimate!!Total:!!With cash rent:!!$300 to $349
15747,B25056_009E,Estimate!!Total:!!With cash rent:!!$350 to $399
15500,B25056_010E,Estimate!!Total:!!With cash rent:!!$400 to $449
15502,B25056_011E,Estimate!!Total:!!With cash rent:!!$450 to $499
15497,B25056_012E,Estimate!!Total:!!With cash rent:!!$500 to $549
15498,B25056_013E,Estimate!!Total:!!With cash rent:!!$550 to $599
15427,B25056_014E,Estimate!!Total:!!With cash rent:!!$600 to $649
15432,B25056_015E,Estimate!!Total:!!With cash rent:!!$650 to $699
15420,B25056_016E,Estimate!!Total:!!With cash rent:!!$700 to $749
15424,B25056_017E,Estimate!!Total:!!With cash rent:!!$750 to $799
15409,B25056_018E,Estimate!!Total:!!With cash rent:!!$800 to $899
15416,B25056_019E,Estimate!!Total:!!With cash rent:!!$900 to $999
15615,B25056_020E,"Estimate!!Total:!!With cash rent:!!$1,000 to $1,249"
15619,B25056_021E,"Estimate!!Total:!!With cash rent:!!$1,250 to $1,499"
15611,B25056_022E,"Estimate!!Total:!!With cash rent:!!$1,500 to $1,999"
15612,B25056_023E,"Estimate!!Total:!!With cash rent:!!$2,000 to $2,499"
15606,B25056_024E,"Estimate!!Total:!!With cash rent:!!$2,500 to $2,999"
15609,B25056_025E,"Estimate!!Total:!!With cash rent:!!$3,000 to $3,499"
15548,B25056_026E,"Estimate!!Total:!!With cash rent:!!$3,500 or more"
15552,B25056_027E,Estimate!!Total:!!No cash rent
22434,B25057_001E,Estimate!!Lower contract rent quartile
5546,B25058_001E,Estimate!!Median contract rent
11958,B25059_001E,Estimate!!Upper contract rent quartile
22185,B25060_001E,Estimate!!Aggregate contract rent
366,B25061_001E,Estimate!!Total:
360,B25061_002E,Estimate!!Total:!!Less than $100
374,B25061_003E,Estimate!!Total:!!$100 to $149
370,B25061_004E,Estimate!!Total:!!$150 to $199
381,B25061_005E,Estimate!!Total:!!$200 to $249
377,B25061_006E,Estimate!!Total:!!$250 to $299
390,B25061_007E,Estimate!!Total:!!$300 to $349
386,B25061_008E,Estimate!!Total:!!$350 to $399
327,B25061_009E,Estimate!!Total:!!$400 to $449
837,B25061_010E,Estimate!!Total:!!$450 to $499
855,B25061_011E,Estimate!!Total:!!$500 to $549
849,B25061_012E,Estimate!!Total:!!$550 to $599
775,B25061_013E,Estimate!!Total:!!$600 to $649
770,B25061_014E,Estimate!!Total:!!$650 to $699
781,B25061_015E,Estimate!!Total:!!$700 to $749
778,B25061_016E,Estimate!!Total:!!$750 to $799
792,B25061_017E,Estimate!!Total:!!$800 to $899
786,B25061_018E,Estimate!!Total:!!$900 to $999
808,B25061_019E,"Estimate!!Total:!!$1,000 to $1,249"
657,B25061_020E,"Estimate!!Total:!!$1,250 to $1,499"
679,B25061_021E,"Estimate!!Total:!!$1,500 to $1,999"
673,B25061_022E,"Estimate!!Total:!!$2,000 to $2,499"
687,B25061_023E,"Estimate!!Total:!!$2,500 to $2,999"
681,B25061_024E,"Estimate!!Total:!!$3,000 to $3,499"
605,B25061_025E,"Estimate!!Total:!!$3,500 or more"
9327,B25062_001E,Estimate!!Aggregate rent asked
18901,B25063_001E,Estimate!!Total:
18903,B25063_002E,Estimate!!Total:!!With cash rent:
18880,B25063_003E,Estimate!!Total:!!With cash rent:!!Less than $100
18882,B25063_004E,Estimate!!Total:!!With cash rent:!!$100 to $149
18886,B25063_005E,Estimate!!Total:!!With cash rent:!!$150 to $199
18889,B25063_006E,Estimate!!Total:!!With cash rent:!!$200 to $249
15482,B25063_007E,Estimate!!Total:!!With cash rent:!!$250 to $299
15487,B25063_008E,Estimate!!Total:!!With cash rent:!!$300 to $349
15491,B25063_009E,Estimate!!Total:!!With cash rent:!!$350 to $399
15417,B25063_010E,Estimate!!Total:!!With cash rent:!!$400 to $449
15447,B25063_011E,Estimate!!Total:!!With cash rent:!!$450 to $499
15450,B25063_012E,Estimate!!Total:!!With cash rent:!!$500 to $549
15453,B25063_013E,Estimate!!Total:!!With cash rent:!!$550 to $599
15456,B25063_014E,Estimate!!Total:!!With cash rent:!!$600 to $649
15435,B25063_015E,Estimate!!Total:!!With cash rent:!!$650 to $699
15437,B25063_016E,Estimate!!Total:!!With cash rent:!!$700 to $749
15440,B25063_017E,Estimate!!Total:!!With cash rent:!!$750 to $799
15445,B25063_018E,Estimate!!Total:!!With cash rent:!!$800 to $899
15595,B25063_019E,Estimate!!Total:!!With cash rent:!!$900 to $999
15518,B25063_020E,"Estimate!!Total:!!With cash rent:!!$1,000 to $1,249"
15526,B25063_021E,"Estimate!!Total:!!With cash rent:!!$1,250 to $1,499"
15534,B25063_022E,"Estimate!!Total:!!With cash rent:!!$1,500 to $1,999"
15568,B25063_023E,"Estimate!!Total:!!With cash rent:!!$2,000 to $2,499"
15573,B25063_024E,"Estimate!!Total:!!With cash rent:!!$2,500 to $2,999"
15577,B25063_025E,"Estimate!!Total:!!With cash rent:!!$3,000 to $3,499"
15580,B25063_026E,"Estimate!!Total:!!With cash rent:!!$3,500 or more"
15556,B25063_027E,Estimate!!Total:!!No cash rent
25265,B25064_001E,Estimate!!Median gross rent
6230,B25065_001E,Estimate!!Aggregate gross rent
11914,B25066_001E,Estimate!!Aggregate gross rent:
11924,B25066_002E,"Estimate!!Aggregate gross rent:!!1, detached or attached"
11921,B25066_003E,Estimate!!Aggregate gross rent:!!2 to 4
11900,B25066_004E,Estimate!!Aggregate gross rent:!!5 to 19
11894,B25066_005E,Estimate!!Aggregate gross rent:!!20 to 49
11911,B25066_006E,Estimate!!Aggregate gross rent:!!50 or more
11905,B25066_007E,Estimate!!Aggregate gross rent:!!Mobile home
11882,B25066_008E,"Estimate!!Aggregate gross rent:!!Boat, RV, van, etc."
7600,B25067_001E,Estimate!!Aggregate gross rent:
7597,B25067_002E,Estimate!!Aggregate gross rent:!!Meals included in rent
7672,B25067_003E,Estimate!!Aggregate gross rent:!!No meals included in rent
16478,B25068_001E,Estimate!!Total:
16496,B25068_002E,Estimate!!Total:!!No bedroom:
16488,B25068_003E,Estimate!!Total:!!No bedroom:!!With cash rent:
16511,B25068_004E,Estimate!!Total:!!No bedroom:!!With cash rent:!!Less than $300
16503,B25068_005E,Estimate!!Total:!!No bedroom:!!With cash rent:!!$300 to $499
16448,B25068_006E,Estimate!!Total:!!No bedroom:!!With cash rent:!!$500 to $749
16444,B25068_007E,Estimate!!Total:!!No bedroom:!!With cash rent:!!$750 to $999
16447,B25068_008E,"Estimate!!Total:!!No bedroom:!!With cash rent:!!$1,000 to $1,499"
16460,B25068_009E,"Estimate!!Total:!!No bedroom:!!With cash rent:!!$1,500 or more"
16595,B25068_010E,Estimate!!Total:!!No bedroom:!!No cash rent
16587,B25068_011E,Estimate!!Total:!!1 bedroom:
16605,B25068_012E,Estimate!!Total:!!1 bedroom:!!With cash rent:
16599,B25068_013E,Estimate!!Total:!!1 bedroom:!!With cash rent:!!Less than $300
16616,B25068_014E,Estimate!!Total:!!1 bedroom:!!With cash rent:!!$300 to $499
16607,B25068_015E,Estimate!!Total:!!1 bedroom:!!With cash rent:!!$500 to $749
16626,B25068_016E,Estimate!!Total:!!1 bedroom:!!With cash rent:!!$750 to $999
16622,B25068_017E,"Estimate!!Total:!!1 bedroom:!!With cash rent:!!$1,000 to $1,499"
16563,B25068_018E,"Estimate!!Total:!!1 bedroom:!!With cash rent:!!$1,500 or more"
16566,B25068_019E,Estimate!!Total:!!1 bedroom:!!No cash rent
13912,B25068_020E,Estimate!!Total:!!2 bedrooms:
13910,B25068_021E,Estimate!!Total:!!2 bedrooms:!!With cash rent:
13857,B25068_022E,Estimate!!Total:!!2 bedrooms:!!With cash rent:!!Less than $300
13852,B25068_023E,Estimate!!Total:!!2 bedrooms:!!With cash rent:!!$300 to $499
13869,B25068_024E,Estimate!!Total:!!2 bedrooms:!!With cash rent:!!$500 to $749
13864,B25068_025E,Estimate!!Total:!!2 bedrooms:!!With cash rent:!!$750 to $999
13881,B25068_026E,"Estimate!!Total:!!2 bedrooms:!!With cash rent:!!$1,000 to $1,499"
13874,B25068_027E,"Estimate!!Total:!!2 bedrooms:!!With cash rent:!!$1,500 or more"
13895,B25068_028E,Estimate!!Total:!!2 bedrooms:!!No cash rent
13887,B25068_029E,Estimate!!Total:!!3 or more bedrooms:
14029,B25068_030E,Estimate!!Total:!!3 or more bedrooms:!!With cash rent:
14027,B25068_031E,Estimate!!Total:!!3 or more bedrooms:!!With cash rent:!!Less than $300
14032,B25068_032E,Estimate!!Total:!!3 or more bedrooms:!!With cash rent:!!$300 to $499
14030,B25068_033E,Estimate!!Total:!!3 or more bedrooms:!!With cash rent:!!$500 to $749
13981,B25068_034E,Estimate!!Total:!!3 or more bedrooms:!!With cash rent:!!$750 to $999
13977,B25068_035E,"Estimate!!Total:!!3 or more bedrooms:!!With cash rent:!!$1,000 to $1,499"
13991,B25068_036E,"Estimate!!Total:!!3 or more bedrooms:!!With cash rent:!!$1,500 or more"
13986,B25068_037E,Estimate!!Total:!!3 or more bedrooms:!!No cash rent
22790,B25069_001E,Estimate!!Total:
22794,B25069_002E,Estimate!!Total:!!Pay extra for one or more utilities
22781,B25069_003E,Estimate!!Total:!!No extra payment for any utilities
19684,B25070_001E,Estimate!!Total:
19675,B25070_002E,Estimate!!Total:!!Less than 10.0 percent
19669,B25070_003E,Estimate!!Total:!!10.0 to 14.9 percent
19701,B25070_004E,Estimate!!Total:!!15.0 to 19.9 percent
19698,B25070_005E,Estimate!!Total:!!20.0 to 24.9 percent
19694,B25070_006E,Estimate!!Total:!!25.0 to 29.9 percent
19692,B25070_007E,Estimate!!Total:!!30.0 to 34.9 percent
19709,B25070_008E,Estimate!!Total:!!35.0 to 39.9 percent
19706,B25070_009E,Estimate!!Total:!!40.0 to 49.9 percent
19812,B25070_010E,Estimate!!Total:!!50.0 percent or more
19806,B25070_011E,Estimate!!Total:!!Not computed
27524,B25071_001E,Estimate!!Median gross rent as a percentage of household income
21637,B25072_001E,Estimate!!Total:
21740,B25072_002E,Estimate!!Total:!!Householder 15 to 24 years:
21743,B25072_003E,Estimate!!Total:!!Householder 15 to 24 years:!!Less than 20.0 percent
21729,B25072_004E,Estimate!!Total:!!Householder 15 to 24 years:!!20.0 to 24.9 percent
21733,B25072_005E,Estimate!!Total:!!Householder 15 to 24 years:!!25.0 to 29.9 percent
21718,B25072_006E,Estimate!!Total:!!Householder 15 to 24 years:!!30.0 to 34.9 percent
21726,B25072_007E,Estimate!!Total:!!Householder 15 to 24 years:!!35.0 percent or more
21710,B25072_008E,Estimate!!Total:!!Householder 15 to 24 years:!!Not computed
21715,B25072_009E,Estimate!!Total:!!Householder 25 to 34 years:
21549,B25072_010E,Estimate!!Total:!!Householder 25 to 34 years:!!Less than 20.0 percent
21555,B25072_011E,Estimate!!Total:!!Householder 25 to 34 years:!!20.0 to 24.9 percent
21540,B25072_012E,Estimate!!Total:!!Householder 25 to 34 years:!!25.0 to 29.9 percent
21546,B25072_013E,Estimate!!Total:!!Householder 25 to 34 years:!!30.0 to 34.9 percent
21627,B25072_014E,Estimate!!Total:!!Householder 25 to 34 years:!!35.0 percent or more
21631,B25072_015E,Estimate!!Total:!!Householder 25 to 34 years:!!Not computed
21620,B25072_016E,Estimate!!Total:!!Householder 35 to 64 years:
21624,B25072_017E,Estimate!!Total:!!Householder 35 to 64 years:!!Less than 20.0 percent
21614,B25072_018E,Estimate!!Total:!!Householder 35 to 64 years:!!20.0 to 24.9 percent
21618,B25072_019E,Estimate!!Total:!!Householder 35 to 64 years:!!25.0 to 29.9 percent
21491,B25072_020E,Estimate!!Total:!!Householder 35 to 64 years:!!30.0 to 34.9 percent
21492,B25072_021E,Estimate!!Total:!!Householder 35 to 64 years:!!35.0 percent or more
21482,B25072_022E,Estimate!!Total:!!Householder 35 to 64 years:!!Not computed
21486,B25072_023E,Estimate!!Total:!!Householder 65 years and over:
21474,B25072_024E,Estimate!!Total:!!Householder 65 years and over:!!Less than 20.0 percent
21476,B25072_025E,Estimate!!Total:!!Householder 65 years and over:!!20.0 to 24.9 percent
21534,B25072_026E,Estimate!!Total:!!Householder 65 years and over:!!25.0 to 29.9 percent
21537,B25072_027E,Estimate!!Total:!!Householder 65 years and over:!!30.0 to 34.9 percent
21527,B25072_028E,Estimate!!Total:!!Householder 65 years and over:!!35.0 percent or more
21531,B25072_029E,Estimate!!Total:!!Householder 65 years and over:!!Not computed
10262,B25074_001E,Estimate!!Total:
10273,B25074_002E,"Estimate!!Total:!!Less than $10,000:"
10267,B25074_003E,"Estimate!!Total:!!Less than $10,000:!!Less than 20.0 percent"
10276,B25074_004E,"Estimate!!Total:!!Less than $10,000:!!20.0 to 24.9 percent"
10274,B25074_005E,"Estimate!!Total:!!Less than $10,000:!!25.0 to 29.9 percent"
10279,B25074_006E,"Estimate!!Total:!!Less than $10,000:!!30.0 to 34.9 percent"
10277,B25074_007E,"Estimate!!Total:!!Less than $10,000:!!35.0 to 39.9 percent"
10345,B25074_008E,"Estimate!!Total:!!Less than $10,000:!!40.0 to 49.9 percent"
10339,B25074_009E,"Estimate!!Total:!!Less than $10,000:!!50.0 percent or more"
10475,B25074_010E,"Estimate!!Total:!!Less than $10,000:!!Not computed"
10468,B25074_011E,"Estimate!!Total:!!$10,000 to $19,999:"
10394,B25074_012E,"Estimate!!Total:!!$10,000 to $19,999:!!Less than 20.0 percent"
10383,B25074_013E,"Estimate!!Total:!!$10,000 to $19,999:!!20.0 to 24.9 percent"
10409,B25074_014E,"Estimate!!Total:!!$10,000 to $19,999:!!25.0 to 29.9 percent"
10403,B25074_015E,"Estimate!!Total:!!$10,000 to $19,999:!!30.0 to 34.9 percent"
10423,B25074_016E,"Estimate!!Total:!!$10,000 to $19,999:!!35.0 to 39.9 percent"
10415,B25074_017E,"Estimate!!Total:!!$10,000 to $19,999:!!40.0 to 49.9 percent"
10436,B25074_018E,"Estimate!!Total:!!$10,000 to $19,999:!!50.0 percent or more"
10426,B25074_019E,"Estimate!!Total:!!$10,000 to $19,999:!!Not computed"
10613,B25074_020E,"Estimate!!Total:!!$20,000 to $34,999:"
10606,B25074_021E,"Estimate!!Total:!!$20,000 to $34,999:!!Less than 20.0 percent"
10623,B25074_022E,"Estimate!!Total:!!$20,000 to $34,999:!!20.0 to 24.9 percent"
10617,B25074_023E,"Estimate!!Total:!!$20,000 to $34,999:!!25.0 to 29.9 percent"
10555,B25074_024E,"Estimate!!Total:!!$20,000 to $34,999:!!30.0 to 34.9 percent"
10549,B25074_025E,"Estimate!!Total:!!$20,000 to $34,999:!!35.0 to 39.9 percent"
10569,B25074_026E,"Estimate!!Total:!!$20,000 to $34,999:!!40.0 to 49.9 percent"
10560,B25074_027E,"Estimate!!Total:!!$20,000 to $34,999:!!50.0 percent or more"
10575,B25074_028E,"Estimate!!Total:!!$20,000 to $34,999:!!Not computed"
10571,B25074_029E,"Estimate!!Total:!!$35,000 to $49,999:"
10735,B25074_030E,"Estimate!!Total:!!$35,000 to $49,999:!!Less than 20.0 percent"
10730,B25074_031E,"Estimate!!Total:!!$35,000 to $49,999:!!20.0 to 24.9 percent"
10745,B25074_032E,"Estimate!!Total:!!$35,000 to $49,999:!!25.0 to 29.9 percent"
10740,B25074_033E,"Estimate!!Total:!!$35,000 to $49,999:!!30.0 to 34.9 percent"
10760,B25074_034E,"Estimate!!Total:!!$35,000 to $49,999:!!35.0 to 39.9 percent"
10753,B25074_035E,"Estimate!!Total:!!$35,000 to $49,999:!!40.0 to 49.9 percent"
10710,B25074_036E,"Estimate!!Total:!!$35,000 to $49,999:!!50.0 percent or more"
10704,B25074_037E,"Estimate!!Total:!!$35,000 to $49,999:!!Not computed"
10718,B25074_038E,"Estimate!!Total:!!$50,000 to $74,999:"
10713,B25074_039E,"Estimate!!Total:!!$50,000 to $74,999:!!Less than 20.0 percent"
10886,B25074_040E,"Estimate!!Total:!!$50,000 to $74,999:!!20.0 to 24.9 percent"
10882,B25074_041E,"Estimate!!Total:!!$50,000 to $74,999:!!25.0 to 29.9 percent"
10906,B25074_042E,"Estimate!!Total:!!$50,000 to $74,999:!!30.0 to 34.9 percent"
10899,B25074_043E,"Estimate!!Total:!!$50,000 to $74,999:!!35.0 to 39.9 percent"
10917,B25074_044E,"Estimate!!Total:!!$50,000 to $74,999:!!40.0 to 49.9 percent"
10912,B25074_045E,"Estimate!!Total:!!$50,000 to $74,999:!!50.0 percent or more"
10929,B25074_046E,"Estimate!!Total:!!$50,000 to $74,999:!!Not computed"
10923,B25074_047E,"Estimate!!Total:!!$75,000 to $99,999:"
10844,B25074_048E,"Estimate!!Total:!!$75,000 to $99,999:!!Less than 20.0 percent"
10842,B25074_049E,"Estimate!!Total:!!$75,000 to $99,999:!!20.0 to 24.9 percent"
10964,B25074_050E,"Estimate!!Total:!!$75,000 to $99,999:!!25.0 to 29.9 percent"
10960,B25074_051E,"Estimate!!Total:!!$75,000 to $99,999:!!30.0 to 34.9 percent"
11038,B25074_052E,"Estimate!!Total:!!$75,000 to $99,999:!!35.0 to 39.9 percent"
11035,B25074_053E,"Estimate!!Total:!!$75,000 to $99,999:!!40.0 to 49.9 percent"
11046,B25074_054E,"Estimate!!Total:!!$75,000 to $99,999:!!50.0 percent or more"
11041,B25074_055E,"Estimate!!Total:!!$75,000 to $99,999:!!Not computed"
11054,B25074_056E,"Estimate!!Total:!!$100,000 or more:"
11050,B25074_057E,"Estimate!!Total:!!$100,000 or more:!!Less than 20.0 percent"
11062,B25074_058E,"Estimate!!Total:!!$100,000 or more:!!20.0 to 24.9 percent"
11059,B25074_059E,"Estimate!!Total:!!$100,000 or more:!!25.0 to 29.9 percent"
11097,B25074_060E,"Estimate!!Total:!!$100,000 or more:!!30.0 to 34.9 percent"
11086,B25074_061E,"Estimate!!Total:!!$100,000 or more:!!35.0 to 39.9 percent"
11117,B25074_062E,"Estimate!!Total:!!$100,000 or more:!!40.0 to 49.9 percent"
11112,B25074_063E,"Estimate!!Total:!!$100,000 or more:!!50.0 percent or more"
11182,B25074_064E,"Estimate!!Total:!!$100,000 or more:!!Not computed"
16472,B25075_001E,Estimate!!Total:
16466,B25075_002E,"Estimate!!Total:!!Less than $10,000"
16648,B25075_003E,"Estimate!!Total:!!$10,000 to $14,999"
16646,B25075_004E,"Estimate!!Total:!!$15,000 to $19,999"
16643,B25075_005E,"Estimate!!Total:!!$20,000 to $24,999"
16641,B25075_006E,"Estimate!!Total:!!$25,000 to $29,999"
16638,B25075_007E,"Estimate!!Total:!!$30,000 to $34,999"
16636,B25075_008E,"Estimate!!Total:!!$35,000 to $39,999"
16634,B25075_009E,"Estimate!!Total:!!$40,000 to $49,999"
16611,B25075_010E,"Estimate!!Total:!!$50,000 to $59,999"
16604,B25075_011E,"Estimate!!Total:!!$60,000 to $69,999"
16596,B25075_012E,"Estimate!!Total:!!$70,000 to $79,999"
16592,B25075_013E,"Estimate!!Total:!!$80,000 to $89,999"
16585,B25075_014E,"Estimate!!Total:!!$90,000 to $99,999"
16770,B25075_015E,"Estimate!!Total:!!$100,000 to $124,999"
16766,B25075_016E,"Estimate!!Total:!!$125,000 to $149,999"
16761,B25075_017E,"Estimate!!Total:!!$150,000 to $174,999"
16756,B25075_018E,"Estimate!!Total:!!$175,000 to $199,999"
16751,B25075_019E,"Estimate!!Total:!!$200,000 to $249,999"
16732,B25075_020E,"Estimate!!Total:!!$250,000 to $299,999"
16730,B25075_021E,"Estimate!!Total:!!$300,000 to $399,999"
16727,B25075_022E,"Estimate!!Total:!!$400,000 to $499,999"
16722,B25075_023E,"Estimate!!Total:!!$500,000 to $749,999"
16718,B25075_024E,"Estimate!!Total:!!$750,000 to $999,999"
16712,B25075_025E,"Estimate!!Total:!!$1,000,000 to $1,499,999"
16709,B25075_026E,"Estimate!!Total:!!$1,500,000 to $1,999,999"
16873,B25075_027E,"Estimate!!Total:!!$2,000,000 or more"
22620,B25076_001E,Estimate!!Lower value quartile (dollars)
1019,B25077_001E,Estimate!!Median value (dollars)
6209,B25078_001E,Estimate!!Upper value quartile (dollars)
11956,B25079_001E,Estimate!!Aggregate value (dollars):
11951,B25079_002E,Estimate!!Aggregate value (dollars):!!Householder 15 to 24 years (dollars)
11932,B25079_003E,Estimate!!Aggregate value (dollars):!!Householder 25 to 34 years (dollars)
11929,B25079_004E,Estimate!!Aggregate value (dollars):!!Householder 35 to 64 years (dollars)
11941,B25079_005E,Estimate!!Aggregate value (dollars):!!Householder 65 years and over (dollars)
2016,B25080_001E,Estimate!!Aggregate value (dollars):
2005,B25080_002E,"Estimate!!Aggregate value (dollars):!!1, detached (dollars)"
2008,B25080_003E,"Estimate!!Aggregate value (dollars):!!1, attached (dollars)"
2001,B25080_004E,Estimate!!Aggregate value (dollars):!!2 (dollars)
2003,B25080_005E,Estimate!!Aggregate value (dollars):!!3 or 4 (dollars)
2010,B25080_006E,Estimate!!Aggregate value (dollars):!!5 or more (dollars)
2011,B25080_007E,Estimate!!Aggregate value (dollars):!!Mobile home (dollars)
2009,B25080_008E,"Estimate!!Aggregate value (dollars):!!Boat, RV, van, etc. (dollars)"
9529,B25081_001E,Estimate!!Total:
9525,B25081_002E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:"
9519,B25081_003E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:!!Housing units with no second mortgage and no home equity loan"
9515,B25081_004E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:!!Housing units with multiple mortgages:"
9571,B25081_005E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:!!Housing units with multiple mortgages:!!Mortgage with both second mortgage and home equity loan"
9567,B25081_006E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:!!Housing units with multiple mortgages:!!Mortgage, with only home equity loan"
9564,B25081_007E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:!!Housing units with multiple mortgages:!!Mortgage, with only second mortgage"
9562,B25081_008E,"Estimate!!Total:!!Housing units with a mortgage, contract to purchase, or similar debt:!!Home equity loan without a primary mortgage"
9560,B25081_009E,Estimate!!Total:!!Housing units without a mortgage
14613,B25082_001E,Estimate!!Aggregate value (dollars):
14630,B25082_002E,Estimate!!Aggregate value (dollars):!!Housing units with a mortgage (dollars)
14624,B25082_003E,Estimate!!Aggregate value (dollars):!!Housing units without a mortgage (dollars)
19308,B25083_001E,Estimate!!Median value (dollars)
4098,B25085_001E,Estimate!!Total:
4101,B25085_002E,"Estimate!!Total:!!Less than $10,000"
4089,B25085_003E,"Estimate!!Total:!!$10,000 to $14,999"
4094,B25085_004E,"Estimate!!Total:!!$15,000 to $19,999"
4081,B25085_005E,"Estimate!!Total:!!$20,000 to $24,999"
4083,B25085_006E,"Estimate!!Total:!!$25,000 to $29,999"
4073,B25085_007E,"Estimate!!Total:!!$30,000 to $34,999"
4078,B25085_008E,"Estimate!!Total:!!$35,000 to $39,999"
4350,B25085_009E,"Estimate!!Total:!!$40,000 to $49,999"
4307,B25085_010E,"Estimate!!Total:!!$50,000 to $59,999"
4302,B25085_011E,"Estimate!!Total:!!$60,000 to $69,999"
4304,B25085_012E,"Estimate!!Total:!!$70,000 to $79,999"
4297,B25085_013E,"Estimate!!Total:!!$80,000 to $89,999"
4300,B25085_014E,"Estimate!!Total:!!$90,000 to $99,999"
4292,B25085_015E,"Estimate!!Total:!!$100,000 to $124,999"
4294,B25085_016E,"Estimate!!Total:!!$125,000 to $149,999"
4286,B25085_017E,"Estimate!!Total:!!$150,000 to $174,999"
4287,B25085_018E,"Estimate!!Total:!!$175,000 to $199,999"
4283,B25085_019E,"Estimate!!Total:!!$200,000 to $249,999"
4252,B25085_020E,"Estimate!!Total:!!$250,000 to $299,999"
