,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
692,47,037,015628,1,1500000US470370156281,470370156281,1,Block Group 1,BG,1434158,0,"POLYGON ((-86.67211 36.059959, -86.67098799999999 36.059725, -86.667331 36.056589, -86.663563 36.056205, -86.662232 36.055067, -86.654247 36.053208, -86.653192 36.052241, -86.649502 36.049981, -86.65514400000001 36.048011, -86.658846 36.045366, -86.672825 36.053643, -86.67211 36.059959))"
693,47,037,017901,2,1500000US470370179012,470370179012,2,Block Group 2,BG,1337241,0,"POLYGON ((-86.83740400000001 36.109608, -86.82860700000001 36.108689, -86.824005 36.106821, -86.821331 36.106594, -86.81465 36.106029, -86.81388099999999 36.105896, -86.814601 36.1048, -86.818732 36.100948, -86.820446 36.101126, -86.82807 36.101877, -86.837339 36.102704, -86.83830500000001 36.103072, -86.83740400000001 36.109608))"
694,47,037,015804,2,1500000US470370158042,470370158042,2,Block Group 2,BG,506681,0,"POLYGON ((-86.701301 36.136247, -86.699675 36.1372, -86.695511 36.131755, -86.695217 36.129597, -86.696259 36.125358, -86.70031299999999 36.125505, -86.70063 36.127291, -86.700092 36.131287, -86.702389 36.133641, -86.701301 36.136247))"
695,47,037,017800,5,1500000US470370178005,470370178005,5,Block Group 5,BG,1122503,0,"POLYGON ((-86.811666 36.109517, -86.810877 36.113957, -86.81052200000001 36.116622, -86.810023 36.117921, -86.808727 36.119668, -86.80788099999999 36.118988, -86.79861699999999 36.115923, -86.799701 36.11458, -86.80002399999999 36.113112, -86.800538 36.108918, -86.800763 36.107355, -86.80403800000001 36.107838, -86.80740299999999 36.107512, -86.81213099999999 36.108723, -86.811666 36.109517))"
696,47,037,018203,2,1500000US470370182032,470370182032,2,Block Group 2,BG,1145529,0,"POLYGON ((-86.879079 36.104924, -86.875298 36.107865, -86.874847 36.108376, -86.871831 36.112665, -86.87058 36.116501, -86.861625 36.115074, -86.863106 36.113519, -86.86843 36.105736, -86.86969499999999 36.103815, -86.87226800000001 36.10125, -86.876769 36.103397, -86.877261 36.10295, -86.87884200000001 36.104589, -86.879079 36.104924))"
697,47,037,012600,1,1500000US470370126001,470370126001,1,Block Group 1,BG,1209853,0,"POLYGON ((-86.776269 36.192947, -86.77614800000001 36.195587, -86.77555 36.195526, -86.77523600000001 36.19472, -86.76716 36.193953, -86.76805299999999 36.18696, -86.769654 36.17899, -86.772133 36.178352, -86.770323 36.176581, -86.772688 36.176755, -86.77504999999999 36.182209, -86.77613700000001 36.187965, -86.77626100000001 36.190694, -86.776269 36.192947))"
698,47,037,011800,3,1500000US470370118003,470370118003,3,Block Group 3,BG,682919,0,"POLYGON ((-86.772688 36.176755, -86.770323 36.176581, -86.772133 36.178352, -86.769654 36.17899, -86.76805299999999 36.18696, -86.765398 36.186871, -86.764466 36.186676, -86.7606 36.185318, -86.76597 36.177149, -86.76732800000001 36.175977, -86.770807 36.174503, -86.770982 36.174433, -86.772688 36.176755))"
699,47,037,016100,1,1500000US470370161001,470370161001,1,Block Group 1,BG,1496794,0,"POLYGON ((-86.77748099999999 36.145323, -86.776753 36.148402, -86.775344 36.149142, -86.775159 36.149175, -86.764978 36.142284, -86.76373700000001 36.140458, -86.764859 36.133812, -86.765006 36.132906, -86.775378 36.134255, -86.77589999999999 36.139144, -86.77686 36.141906, -86.77748099999999 36.145323))"
700,47,037,018102,3,1500000US470370181023,470370181023,3,Block Group 3,BG,3801228,0,"POLYGON ((-86.88672800000001 36.121664, -86.88624299999999 36.124838, -86.88360400000001 36.130523, -86.873592 36.1289, -86.873271 36.129394, -86.8698 36.12987, -86.868459 36.131083, -86.865882 36.130559, -86.862521 36.12791, -86.85532000000001 36.124454, -86.85301800000001 36.122048, -86.854524 36.120432, -86.861625 36.115074, -86.87058 36.116501, -86.87515999999999 36.117236, -86.87983199999999 36.116732, -86.88736 36.117642, -86.88672800000001 36.121664))"
743,47,037,012200,1,1500000US470370122001,470370122001,1,Block Group 1,BG,1952032,158154,"POLYGON ((-86.747226 36.167789, -86.746813 36.170823, -86.742845 36.170469, -86.743025 36.169456, -86.737588 36.168986, -86.73743899999999 36.169992, -86.735922 36.169835, -86.73572900000001 36.171447, -86.737234 36.171577, -86.73704499999999 36.172908, -86.735131 36.172803, -86.736699 36.174987, -86.734966 36.17483, -86.734171 36.180684, -86.732218 36.180466, -86.73231199999999 36.177913, -86.73096200000001 36.177378, -86.72956000000001 36.17784, -86.728461 36.180715, -86.726562 36.180178, -86.727498 36.173852, -86.72751100000001 36.172489, -86.727271 36.171017, -86.725295 36.164197, -86.729883 36.16422, -86.7406 36.162924, -86.744085 36.162098, -86.744404 36.16316, -86.745812 36.163233, -86.746844 36.163027, -86.747474 36.166082, -86.747226 36.167789))"
757,47,037,011400,1,1500000US470370114001,470370114001,1,Block Group 1,BG,860057,0,"POLYGON ((-86.732185 36.204489, -86.72634600000001 36.203956, -86.72623900000001 36.20398, -86.72444 36.204767, -86.724144 36.204459, -86.722707 36.203321, -86.722641 36.203038, -86.722835 36.200777, -86.7234 36.197139, -86.723386 36.195398, -86.725059 36.195161, -86.72607600000001 36.194895, -86.73028600000001 36.195252, -86.732664 36.19573, -86.732105 36.198833, -86.73315700000001 36.19896, -86.732185 36.204489))"
765,47,037,013900,1,1500000US470370139001,470370139001,1,Block Group 1,BG,917871,0,"POLYGON ((-86.81184500000001 36.180112, -86.809511 36.180026, -86.80156700000001 36.180586, -86.800523 36.180272, -86.801244 36.174422, -86.80058 36.172901, -86.798912 36.171428, -86.800656 36.172093, -86.802789 36.171495, -86.804728 36.170509, -86.80688600000001 36.170097, -86.807427 36.171393, -86.80993100000001 36.171062, -86.81184500000001 36.180112))"
770,47,037,015630,2,1500000US470370156302,470370156302,2,Block Group 2,BG,1631057,0,"POLYGON ((-86.633262 36.040471, -86.63101399999999 36.04291, -86.630899 36.043526, -86.62976500000001 36.043968, -86.628404 36.045282, -86.625434 36.04295, -86.621495 36.041917, -86.61990400000001 36.043635, -86.61656600000001 36.049508, -86.61472999999999 36.050535, -86.614724 36.050442, -86.60886600000001 36.045043, -86.611868 36.042195, -86.622255 36.033953, -86.631108 36.03973, -86.633262 36.040471))"
773,47,037,018405,3,1500000US470370184053,470370184053,3,Block Group 3,BG,3185503,0,"POLYGON ((-86.96792600000001 36.03193, -86.968166 36.035415, -86.966672 36.036005, -86.961885 36.040517, -86.959039 36.043961, -86.953281 36.047742, -86.95296999999999 36.048244, -86.95199599999999 36.052986, -86.950604 36.054091, -86.948291 36.054975, -86.94440899999999 36.059518, -86.942362 36.058463, -86.94179200000001 36.057098, -86.943591 36.054517, -86.94470099999999 36.053944, -86.94674999999999 36.054266, -86.950928 36.053572, -86.95144000000001 36.051756, -86.950924 36.050111, -86.943428 36.048509, -86.941722 36.050336, -86.93917500000001 36.051981, -86.93727699999999 36.054035, -86.935497 36.054867, -86.93337 36.054523, -86.930773 36.056058, -86.929782 36.055998, -86.92876699999999 36.054494, -86.928602 36.052909, -86.936415 36.048156, -86.96298400000001 36.031386, -86.968487 36.027906, -86.96792600000001 36.03193))"
777,47,037,012802,1,1500000US470370128021,470370128021,1,Block Group 1,BG,386652,46618,"POLYGON ((-86.84305999999999 36.184322, -86.842174 36.185201, -86.840227 36.184137, -86.83164499999999 36.182977, -86.832779 36.178437, -86.836805 36.178791, -86.83773600000001 36.178964, -86.83819 36.17885, -86.839569 36.179719, -86.83999300000001 36.180271, -86.842342 36.183776, -86.84305999999999 36.184322))"
782,47,037,015634,2,1500000US470370156342,470370156342,2,Block Group 2,BG,3100377,502128,"POLYGON ((-86.58520300000001 36.042973, -86.582505 36.046302, -86.580343 36.048834, -86.575275 36.052442, -86.572869 36.053577, -86.570657 36.054333, -86.56179299999999 36.058282, -86.562073 36.054214, -86.565485 36.05085, -86.566379 36.048762, -86.565363 36.046306, -86.560677 36.039845, -86.560947 36.038218, -86.562427 36.035323, -86.567207 36.034496, -86.56876099999999 36.034388, -86.570403 36.035283, -86.58639599999999 36.037395, -86.58520300000001 36.042973))"
789,47,037,018407,1,1500000US470370184071,470370184071,1,Block Group 1,BG,2984662,0,"POLYGON ((-86.973561 36.066274, -86.970457 36.064726, -86.96684999999999 36.064755, -86.963909 36.070604, -86.958913 36.072234, -86.95677499999999 36.072622, -86.955459 36.072655, -86.95424199999999 36.072547, -86.95447299999999 36.065848, -86.953205 36.063169, -86.949438 36.062474, -86.94440899999999 36.059518, -86.948291 36.054975, -86.950604 36.054091, -86.95094899999999 36.054473, -86.95532799999999 36.055039, -86.957944 36.054819, -86.964625 36.056604, -86.96749199999999 36.056315, -86.971254 36.056881, -86.97075599999999 36.060521, -86.973123 36.06204, -86.973561 36.066274))"
790,47,037,013201,1,1500000US470370132011,470370132011,1,Block Group 1,BG,898357,254000,"POLYGON ((-86.89207500000001 36.142932, -86.889216 36.150361, -86.88776799999999 36.158698, -86.88835400000001 36.161909, -86.888741 36.162835, -86.887927 36.163001, -86.877011 36.158064, -86.87809900000001 36.154678, -86.879912 36.153667, -86.881719 36.154117, -86.885593 36.149012, -86.888856 36.146618, -86.889449 36.144401, -86.887969 36.142559, -86.884998 36.141689, -86.885424 36.141372, -86.88651400000001 36.141325, -86.89165300000001 36.143007, -86.89207500000001 36.142932))"
797,47,037,015100,2,1500000US470370151002,470370151002,2,Block Group 2,BG,3785598,14553,"POLYGON ((-86.69725099999999 36.144349, -86.69157300000001 36.14923, -86.690967 36.150441, -86.6909 36.151892, -86.68933800000001 36.153019, -86.685123 36.153369, -86.68332100000001 36.152795, -86.68086700000001 36.156792, -86.678529 36.157831, -86.67344900000001 36.160098, -86.664385 36.160459, -86.66459 36.159075, -86.66499899999999 36.156559, -86.665415 36.154047, -86.666563 36.150712, -86.66674500000001 36.144549, -86.66642299999999 36.141386, -86.678378 36.142226, -86.69283799999999 36.144257, -86.695922 36.144421, -86.69725099999999 36.144349))"
798,47,037,016900,3,1500000US470370169003,470370169003,3,Block Group 3,BG,680754,0,"POLYGON ((-86.805859 36.124974, -86.80505100000001 36.125876, -86.794247 36.124727, -86.795604 36.119599, -86.798196 36.116386, -86.799948 36.117446, -86.804461 36.122159, -86.80673899999999 36.123216, -86.805859 36.124974))"
799,47,037,010701,1,1500000US470370107011,470370107011,1,Block Group 1,BG,675936,0,"POLYGON ((-86.71768400000001 36.25907, -86.715531 36.263436, -86.71192600000001 36.263071, -86.71221 36.262211, -86.70442799999999 36.262796, -86.703366 36.262868, -86.70334699999999 36.262103, -86.70439 36.255411, -86.70727599999999 36.255645, -86.70704000000001 36.257711, -86.710509 36.258151, -86.71356 36.258441, -86.716838 36.258866, -86.71768400000001 36.25907))"
800,47,037,017800,2,1500000US470370178002,470370178002,2,Block Group 2,BG,1175738,0,"POLYGON ((-86.80002399999999 36.113112, -86.794974 36.112535, -86.792632 36.111627, -86.78753 36.110952, -86.786688 36.113488, -86.78684800000001 36.115973, -86.786918 36.116187, -86.775998 36.11583, -86.774704 36.115909, -86.774851 36.115706, -86.778111 36.112856, -86.780794 36.111668, -86.78159599999999 36.110196, -86.786959 36.107729, -86.788695 36.105925, -86.789103 36.105966, -86.794844 36.106574, -86.79370299999999 36.108192, -86.793657 36.108335, -86.800538 36.108918, -86.80002399999999 36.113112))"
810,47,037,012801,2,1500000US470370128012,470370128012,2,Block Group 2,BG,2586596,0,"POLYGON ((-86.85238 36.205856, -86.850596 36.206675, -86.846221 36.205651, -86.844067 36.205989, -86.84039 36.205344, -86.83745399999999 36.204207, -86.83673899999999 36.204344, -86.830173 36.207848, -86.82649000000001 36.211435, -86.824769 36.212429, -86.82048399999999 36.2025, -86.821995 36.20135, -86.825056 36.200186, -86.831217 36.193659, -86.83714999999999 36.197449, -86.844407 36.198759, -86.845726 36.199202, -86.852298 36.204549, -86.85238 36.205856))"
812,47,037,015619,2,1500000US470370156192,470370156192,2,Block Group 2,BG,1426274,212268,"POLYGON ((-86.606607 36.080405, -86.604584 36.079439, -86.59959000000001 36.079425, -86.597371 36.07867, -86.596324 36.079616, -86.59728200000001 36.082258, -86.59656099999999 36.082492, -86.59555899999999 36.081657, -86.581676 36.079875, -86.581119 36.079662, -86.579572 36.078377, -86.582257 36.076541, -86.583743 36.075986, -86.588097 36.072532, -86.58996 36.071764, -86.59233500000001 36.072651, -86.59726999999999 36.070899, -86.598658 36.073539, -86.599536 36.073624, -86.607074 36.077985, -86.606607 36.080405))"
818,47,037,018904,2,1500000US470370189042,470370189042,2,Block Group 2,BG,786562,0,"POLYGON ((-86.731516 36.074337, -86.725605 36.077113, -86.72389099999999 36.071824, -86.720088 36.069031, -86.71911 36.068207, -86.717986 36.066665, -86.721245 36.066285, -86.725224 36.066957, -86.726454 36.066022, -86.729376 36.067727, -86.730273 36.068023, -86.72992600000001 36.06946, -86.730453 36.070809, -86.732935 36.072171, -86.731516 36.074337))"
824,47,037,010903,2,1500000US470370109032,470370109032,2,Block Group 2,BG,3439783,0,"POLYGON ((-86.77692399999999 36.250054, -86.77712099999999 36.2563, -86.775971 36.262621, -86.77079000000001 36.262151, -86.75778200000001 36.259322, -86.757932 36.256345, -86.75709999999999 36.249663, -86.756536 36.243986, -86.757267 36.241273, -86.76212099999999 36.241498, -86.76655700000001 36.240869, -86.76793600000001 36.241225, -86.768062 36.245184, -86.77306799999999 36.24569, -86.77297299999999 36.247159, -86.775475 36.246945, -86.778476 36.247881, -86.77692399999999 36.250054))"
825,47,037,018500,3,1500000US470370185003,470370185003,3,Block Group 3,BG,2490265,0,"POLYGON ((-86.86727500000001 36.080514, -86.866895 36.083168, -86.86679700000001 36.0833, -86.860947 36.089492, -86.857006 36.093754, -86.856847 36.094079, -86.85687900000001 36.098388, -86.84713499999999 36.097136, -86.84842399999999 36.093541, -86.84878999999999 36.093111, -86.851973 36.08579, -86.85307299999999 36.084324, -86.854778 36.085713, -86.858647 36.071158, -86.86077400000001 36.071356, -86.864439 36.075121, -86.86389699999999 36.076276, -86.865639 36.076716, -86.868951 36.077222, -86.86727500000001 36.080514))"
827,47,037,019108,1,1500000US470370191081,470370191081,1,Block Group 1,BG,1143235,0,"POLYGON ((-86.701652 36.064582, -86.701334 36.067154, -86.699945 36.070138, -86.69931 36.070314, -86.69911399999999 36.072047, -86.700076 36.07476, -86.698547 36.079938, -86.69927800000001 36.082032, -86.699162 36.08478, -86.690349 36.070615, -86.689132 36.069235, -86.695836 36.069785, -86.696336 36.068128, -86.694997 36.067359, -86.69435199999999 36.064035, -86.69672 36.062914, -86.697149 36.062871, -86.69924399999999 36.063233, -86.702673 36.063394, -86.701652 36.064582))"
828,47,037,011700,4,1500000US470370117004,470370117004,4,Block Group 4,BG,374544,0,"POLYGON ((-86.744384 36.192729, -86.743877 36.193642, -86.743149 36.19501, -86.742598 36.196021, -86.74225199999999 36.196665, -86.73681500000001 36.196136, -86.736403 36.194295, -86.735612 36.193094, -86.73361 36.191591, -86.73971299999999 36.192128, -86.73919600000001 36.190941, -86.74479599999999 36.191916, -86.744384 36.192729))"
857,47,037,016900,5,1500000US470370169005,470370169005,5,Block Group 5,BG,402171,0,"POLYGON ((-86.816464 36.130879, -86.814808 36.131825, -86.81183299999999 36.131508, -86.802027 36.130321, -86.80358099999999 36.127529, -86.81521499999999 36.128681, -86.816625 36.12976, -86.816464 36.130879))"
860,47,037,010701,3,1500000US470370107013,470370107013,3,Block Group 3,BG,877447,38574,"POLYGON ((-86.70727599999999 36.255645, -86.70439 36.255411, -86.702859 36.255278, -86.700812 36.25394, -86.69529799999999 36.252633, -86.69611 36.249813, -86.69644599999999 36.246093, -86.70223 36.24547, -86.703074 36.245417, -86.702962 36.246581, -86.703441 36.247003, -86.708125 36.248982, -86.70727599999999 36.255645))"
861,47,037,019401,2,1500000US470370194012,470370194012,2,Block Group 2,BG,685424,0,"POLYGON ((-86.801244 36.174422, -86.800523 36.180272, -86.799685 36.182164, -86.798104 36.184418, -86.79763699999999 36.182496, -86.795207 36.178846, -86.79140599999999 36.173272, -86.798912 36.171428, -86.80058 36.172901, -86.801244 36.174422))"
864,47,037,015620,3,1500000US470370156203,470370156203,3,Block Group 3,BG,1466299,0,"POLYGON ((-86.61169 36.065999, -86.61097599999999 36.071207, -86.60861199999999 36.071781, -86.609668 36.072788, -86.608467 36.076248, -86.607074 36.077985, -86.599536 36.073624, -86.598658 36.073539, -86.59726999999999 36.070899, -86.596737 36.070653, -86.593827 36.069853, -86.60817900000001 36.062751, -86.60918700000001 36.063001, -86.612712 36.063471, -86.61169 36.065999))"
868,47,037,017300,3,1500000US470370173003,470370173003,3,Block Group 3,BG,691503,0,"POLYGON ((-86.75051499999999 36.121602, -86.749899 36.123181, -86.749588 36.123989, -86.747148 36.130312, -86.738107 36.124556, -86.73775000000001 36.124356, -86.73815399999999 36.124317, -86.736951 36.1236, -86.739029 36.121934, -86.742794 36.122197, -86.74291700000001 36.121111, -86.742937 36.121047, -86.74937799999999 36.121503, -86.749506 36.120516, -86.75090899999999 36.120388, -86.75051499999999 36.121602))"
869,47,037,011200,1,1500000US470370112001,470370112001,1,Block Group 1,BG,606398,0,"POLYGON ((-86.724917 36.209823, -86.722251 36.211962, -86.719741 36.215605, -86.716757 36.213864, -86.713639 36.209631, -86.713832 36.209419, -86.714556 36.208995, -86.71703100000001 36.207924, -86.71717700000001 36.207875, -86.722561 36.205583, -86.72444 36.204767, -86.722814 36.207194, -86.723659 36.208556, -86.724917 36.209823))"
890,47,037,018801,4,1500000US470370188014,470370188014,4,Block Group 4,BG,1481036,0,"POLYGON ((-86.769126 36.073222, -86.76879599999999 36.074102, -86.768258 36.075103, -86.764692 36.07937, -86.76403500000001 36.080956, -86.763717 36.082518, -86.762321 36.082325, -86.76002 36.081511, -86.758369 36.081073, -86.75921 36.074757, -86.758697 36.070377, -86.759451 36.067588, -86.75924000000001 36.065234, -86.76187299999999 36.065332, -86.770837 36.066098, -86.769126 36.073222))"
891,47,037,011400,2,1500000US470370114002,470370114002,2,Block Group 2,BG,458583,0,"POLYGON ((-86.732664 36.19573, -86.73028600000001 36.195252, -86.72607600000001 36.194895, -86.725059 36.195161, -86.723386 36.195398, -86.72322200000001 36.194409, -86.724099 36.192955, -86.725939 36.191559, -86.726404 36.189223, -86.72657 36.18818, -86.727575 36.188247, -86.728927 36.189304, -86.73329699999999 36.191453, -86.732664 36.19573))"
892,47,037,011100,1,1500000US470370111001,470370111001,1,Block Group 1,BG,1096186,0,"POLYGON ((-86.72582300000001 36.222815, -86.725641 36.224112, -86.719706 36.222571, -86.713746 36.219788, -86.71101899999999 36.217825, -86.710736 36.217424, -86.710362 36.216118, -86.71213899999999 36.211341, -86.713639 36.209631, -86.716757 36.213864, -86.719741 36.215605, -86.727478 36.219634, -86.72582300000001 36.222815))"
899,47,037,013600,2,1500000US470370136002,470370136002,2,Block Group 2,BG,788475,0,"POLYGON ((-86.843858 36.163247, -86.835404 36.165604, -86.835048 36.166117, -86.834266 36.165647, -86.833517 36.162585, -86.83187599999999 36.161455, -86.830358 36.158677, -86.83049699999999 36.157541, -86.832734 36.156987, -86.83310899999999 36.15422, -86.834684 36.153999, -86.83654900000001 36.153922, -86.838245 36.15639, -86.838911 36.159043, -86.840329 36.160994, -86.8404 36.161062, -86.841902 36.162385, -86.843858 36.163247))"
920,47,037,010903,3,1500000US470370109033,470370109033,3,Block Group 3,BG,994106,0,"POLYGON ((-86.78210199999999 36.244373, -86.780231 36.246659, -86.778476 36.247881, -86.775475 36.246945, -86.77297299999999 36.247159, -86.77306799999999 36.24569, -86.768062 36.245184, -86.76793600000001 36.241225, -86.76655700000001 36.240869, -86.77118400000001 36.239647, -86.773044 36.239682, -86.774503 36.239737, -86.780924 36.238265, -86.780691 36.240892, -86.782983 36.241281, -86.78210199999999 36.244373))"
921,47,037,017100,2,1500000US470370171002,470370171002,2,Block Group 2,BG,1336446,0,"POLYGON ((-86.79062 36.120722, -86.790367 36.121693, -86.786613 36.121327, -86.78652 36.12234, -86.783686 36.12319, -86.781323 36.123913, -86.778497 36.124587, -86.778001 36.124697, -86.776674 36.124984, -86.77674500000001 36.125205, -86.774288 36.126655, -86.772476 36.126493, -86.77252 36.125412, -86.773338 36.121112, -86.773543 36.117671, -86.77331100000001 36.116129, -86.773815 36.116036, -86.774704 36.115909, -86.775998 36.11583, -86.786918 36.116187, -86.79170999999999 36.116334, -86.79062 36.120722))"
929,47,037,019503,3,1500000US470370195033,470370195033,3,Block Group 3,BG,948674,92816,"POLYGON ((-86.785432 36.157455, -86.77844 36.160477, -86.774359 36.162238, -86.77210700000001 36.162138, -86.77088500000001 36.16128, -86.767656 36.159685, -86.765764 36.15903, -86.760463 36.159064, -86.760414 36.157342, -86.76091599999999 36.155998, -86.76230700000001 36.154802, -86.765953 36.155521, -86.771827 36.158193, -86.77949 36.154754, -86.779263 36.15193, -86.78361 36.154802, -86.784166 36.155469, -86.785432 36.157455))"
943,47,037,019502,1,1500000US470370195021,470370195021,1,Block Group 1,BG,848437,0,"POLYGON ((-86.77949 36.154754, -86.771827 36.158193, -86.765953 36.155521, -86.76230700000001 36.154802, -86.762373 36.154753, -86.76428 36.153544, -86.768542 36.151623, -86.769481 36.151216, -86.772654 36.149871, -86.775159 36.149175, -86.779263 36.15193, -86.77949 36.154754))"
944,47,037,015806,2,1500000US470370158062,470370158062,2,Block Group 2,BG,775435,0,"POLYGON ((-86.728106 36.126721, -86.728003 36.127599, -86.72702700000001 36.131083, -86.726927 36.135604, -86.72712900000001 36.137002, -86.726761 36.136815, -86.725044 36.135803, -86.72171400000001 36.133447, -86.716871 36.131189, -86.71954599999999 36.128926, -86.72062 36.1268, -86.72409500000001 36.1246, -86.72777000000001 36.124463, -86.72801800000001 36.124451, -86.72815799999999 36.126059, -86.728106 36.126721))"
952,47,037,019109,1,1500000US470370191091,470370191091,1,Block Group 1,BG,841256,0,"POLYGON ((-86.69031699999999 36.056209, -86.690799 36.057584, -86.68658499999999 36.055939, -86.684963 36.058486, -86.685777 36.060624, -86.68364699999999 36.062979, -86.682806 36.06309, -86.674868 36.055442, -86.678096 36.054134, -86.682076 36.05364, -86.683772 36.052383, -86.686323 36.052757, -86.687439 36.05286, -86.689723 36.053056, -86.691258 36.053923, -86.69031699999999 36.056209))"
962,47,037,019105,5,1500000US470370191055,470370191055,5,Block Group 5,BG,387917,0,"POLYGON ((-86.739405 36.053895, -86.73662299999999 36.05338, -86.733284 36.055193, -86.731919 36.055091, -86.73199700000001 36.051392, -86.731223 36.049675, -86.73169300000001 36.048101, -86.734532 36.048738, -86.737825 36.049765, -86.73793000000001 36.050759, -86.73986600000001 36.051946, -86.739405 36.053895))"
976,47,037,016000,1,1500000US470370160001,470370160001,1,Block Group 1,BG,1703067,0,"POLYGON ((-86.772654 36.149871, -86.769481 36.151216, -86.769276 36.151148, -86.762474 36.148845, -86.76159199999999 36.154709, -86.759506 36.154674, -86.758335 36.154383, -86.756226 36.153479, -86.750739 36.151209, -86.75466900000001 36.149021, -86.755791 36.146601, -86.758031 36.137581, -86.75861399999999 36.138121, -86.764978 36.142284, -86.775159 36.149175, -86.772654 36.149871))"
993,47,037,019402,2,1500000US470370194022,470370194022,2,Block Group 2,BG,1571215,186729,"POLYGON ((-86.79141300000001 36.180513, -86.789259 36.182092, -86.79118099999999 36.185033, -86.794518 36.187799, -86.789006 36.190993, -86.784584 36.191793, -86.782977 36.191892, -86.782948 36.191767, -86.782158 36.19001, -86.78250300000001 36.187079, -86.781629 36.17961, -86.780591 36.175963, -86.79140599999999 36.173272, -86.795207 36.178846, -86.79141300000001 36.180513))"
995,47,037,019501,1,1500000US470370195011,470370195011,1,Block Group 1,BG,59878,0,"POLYGON ((-86.791369 36.152205, -86.788059 36.153767, -86.787443 36.152726, -86.78630699999999 36.151301, -86.79141 36.151938, -86.791369 36.152205))"
1007,47,037,018409,1,1500000US470370184091,470370184091,1,Block Group 1,BG,1154462,0,"POLYGON ((-86.95424199999999 36.072547, -86.9507 36.071529, -86.94811900000001 36.069935, -86.94708300000001 36.071123, -86.94349099999999 36.069091, -86.94146499999999 36.068868, -86.941659 36.066067, -86.939233 36.064637, -86.942745 36.062328, -86.94440899999999 36.059518, -86.949438 36.062474, -86.953205 36.063169, -86.95447299999999 36.065848, -86.95424199999999 36.072547))"
1008,47,037,016600,2,1500000US470370166002,470370166002,2,Block Group 2,BG,228413,0,"POLYGON ((-86.822799 36.141229, -86.82245500000001 36.143004, -86.81997 36.14274, -86.81836199999999 36.144054, -86.816541 36.144008, -86.815506 36.142594, -86.819104 36.13935, -86.82269100000001 36.13969, -86.822799 36.141229))"
1009,47,037,012100,1,1500000US470370121001,470370121001,1,Block Group 1,BG,371958,0,"POLYGON ((-86.748572 36.183356, -86.748375 36.183827, -86.747576 36.185656, -86.741252 36.184703, -86.74126699999999 36.183158, -86.741001 36.18312, -86.741152 36.182006, -86.74127300000001 36.181274, -86.741495 36.179814, -86.743045 36.179948, -86.74534199999999 36.180166, -86.749696 36.180661, -86.748572 36.183356))"
1010,47,037,010801,2,1500000US470370108012,470370108012,2,Block Group 2,BG,990621,0,"POLYGON ((-86.724941 36.265516, -86.72355399999999 36.271418, -86.719311 36.272848, -86.718833 36.273568, -86.711493 36.272899, -86.715531 36.263436, -86.721159 36.263974, -86.724186 36.264102, -86.724941 36.265516))"
1011,47,037,010601,2,1500000US470370106012,470370106012,2,Block Group 2,BG,1461184,122993,"POLYGON ((-86.69611 36.249813, -86.69529799999999 36.252633, -86.690628 36.251154, -86.686584 36.249583, -86.682689 36.248044, -86.68154 36.247436, -86.6756 36.241904, -86.673635 36.240784, -86.67141599999999 36.239671, -86.670772 36.236411, -86.671829 36.236221, -86.681579 36.236321, -86.684139 36.242107, -86.68534099999999 36.243387, -86.69215699999999 36.246315, -86.69644599999999 36.246093, -86.69611 36.249813))"
1012,47,037,018904,3,1500000US470370189043,470370189043,3,Block Group 3,BG,1053243,0,"POLYGON ((-86.72789299999999 36.061995, -86.72651399999999 36.064783, -86.727191 36.065231, -86.726454 36.066022, -86.725224 36.066957, -86.721245 36.066285, -86.717986 36.066665, -86.71756499999999 36.065796, -86.716928 36.062885, -86.716684 36.061304, -86.71627700000001 36.059048, -86.71704 36.058771, -86.717195 36.058735, -86.72257999999999 36.058193, -86.723071 36.055462, -86.726629 36.056867, -86.73166000000001 36.060814, -86.72789299999999 36.061995))"
1029,47,037,016800,1,1500000US470370168001,470370168001,1,Block Group 1,BG,543773,0,"POLYGON ((-86.811412 36.135115, -86.80374399999999 36.134411, -86.80132999999999 36.133255, -86.795456 36.132436, -86.795503 36.131854, -86.795618 36.130096, -86.79558900000001 36.129619, -86.802027 36.130321, -86.81183299999999 36.131508, -86.811412 36.135115))"
1041,47,037,013300,4,1500000US470370133004,470370133004,4,Block Group 4,BG,550952,0,"POLYGON ((-86.846553 36.162572, -86.843858 36.163247, -86.841902 36.162385, -86.8404 36.161062, -86.840329 36.160994, -86.838911 36.159043, -86.838245 36.15639, -86.83654900000001 36.153922, -86.842293 36.15379, -86.842445 36.156731, -86.84622299999999 36.15659, -86.84646100000001 36.161057, -86.846553 36.162572))"
1046,47,037,018000,4,1500000US470370180004,470370180004,4,Block Group 4,BG,890015,0,"POLYGON ((-86.848519 36.127746, -86.84762499999999 36.131462, -86.845812 36.128104, -86.843884 36.127573, -86.84019499999999 36.129491, -86.838656 36.130016, -86.83842300000001 36.126096, -86.833455 36.125634, -86.83508 36.124531, -86.836139 36.118538, -86.838945 36.118791, -86.840411 36.119286, -86.84649400000001 36.125824, -86.84753499999999 36.126188, -86.849 36.12672, -86.848519 36.127746))"
