,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
3201,47,037,011100,3,1500000US470370111003,470370111003,3,Block Group 3,BG,2038284,113359,"POLYGON ((-86.724802 36.232355, -86.72486000000001 36.235001, -86.724662 36.234935, -86.720752 36.234212, -86.71270699999999 36.234989, -86.71158 36.231536, -86.70863799999999 36.22606, -86.706609 36.217934, -86.70981 36.217003, -86.710362 36.216118, -86.710736 36.217424, -86.71101899999999 36.217825, -86.713746 36.219788, -86.719706 36.222571, -86.725641 36.224112, -86.724802 36.232355))"
3207,47,037,018412,1,1500000US470370184121,470370184121,1,Block Group 1,BG,919646,0,"POLYGON ((-86.950467 36.083979, -86.943264 36.08755, -86.940771 36.089505, -86.938405 36.092606, -86.934997 36.100074, -86.933052 36.102999, -86.931343 36.104714, -86.93101900000001 36.102437, -86.93386 36.095088, -86.934802 36.089768, -86.936955 36.086608, -86.938316 36.085294, -86.939436 36.084946, -86.943068 36.085072, -86.94459999999999 36.083567, -86.950467 36.083979))"
3257,47,037,019004,2,1500000US470370190042,470370190042,2,Block Group 2,BG,1352859,0,"POLYGON ((-86.71911 36.068207, -86.717918 36.0687, -86.716283 36.068762, -86.711775 36.068234, -86.710669 36.068227, -86.707824 36.068439, -86.70746200000001 36.068422, -86.70360700000001 36.068386, -86.70222800000001 36.070281, -86.699945 36.070138, -86.701334 36.067154, -86.701652 36.064582, -86.702673 36.063394, -86.70276200000001 36.062916, -86.706112 36.061113, -86.707176 36.059469, -86.715463 36.05916, -86.71627700000001 36.059048, -86.716684 36.061304, -86.716928 36.062885, -86.71756499999999 36.065796, -86.717986 36.066665, -86.71911 36.068207))"
3273,47,037,018303,2,1500000US470370183032,470370183032,2,Block Group 2,BG,51086971,1409715,"POLYGON ((-87.00817600000001 36.119531, -87.001294 36.12523, -86.997705 36.128512, -86.98361300000001 36.209566, -86.976185 36.208423, -86.970448 36.208241, -86.96855100000001 36.208474, -86.965932 36.208151, -86.958106 36.206306, -86.95211500000001 36.205313, -86.947846 36.203444, -86.943472 36.199183, -86.941676 36.195264, -86.941664 36.166884, -86.941395 36.163378, -86.94046 36.158909, -86.94017700000001 36.155598, -86.93963599999999 36.154128, -86.937482 36.151549, -86.935227 36.149769, -86.930536 36.144686, -86.927785 36.14115, -86.925433 36.139396, -86.922078 36.1379, -86.92004900000001 36.137455, -86.90461000000001 36.135589, -86.89853100000001 36.13778, -86.895565 36.139799, -86.89337999999999 36.142817, -86.89207500000001 36.142932, -86.89165300000001 36.143007, -86.88651400000001 36.141325, -86.885424 36.141372, -86.89507999999999 36.134124, -86.89847899999999 36.130826, -86.89910399999999 36.130596, -86.90556100000001 36.128991, -86.907433 36.127991, -86.91093499999999 36.123913, -86.91275400000001 36.122765, -86.916123 36.121358, -86.91847199999999 36.119953, -86.920654 36.121339, -86.923046 36.121689, -86.924047 36.121806, -86.925651 36.121998, -86.930796 36.122145, -86.93270800000001 36.121467, -86.941575 36.119547, -86.94541700000001 36.118942, -86.949307 36.118962, -86.95398900000001 36.118673, -86.95808 36.117694, -86.962367 36.117569, -86.96529700000001 36.116952, -86.96639 36.117861, -86.96999099999999 36.11872, -86.970286 36.119723, -86.97483099999999 36.119303, -86.976545 36.118599, -86.978267 36.119488, -86.98126000000001 36.122047, -86.985406 36.121948, -86.985668 36.120633, -86.989499 36.119047, -86.99043399999999 36.120028, -86.992368 36.120293, -86.994015 36.119564, -86.996573 36.119443, -87.000517 36.118702, -87.00298600000001 36.117907, -87.005431 36.119154, -87.00817600000001 36.119531))"
3278,47,037,015502,1,1500000US470370155021,470370155021,1,Block Group 1,BG,812965,0,"POLYGON ((-86.652547 36.1593, -86.651358 36.162632, -86.65303 36.163893, -86.651083 36.164592, -86.64158500000001 36.15886, -86.640247 36.158488, -86.640584 36.15755, -86.642168 36.157708, -86.641733 36.155915, -86.645313 36.154572, -86.65084299999999 36.153421, -86.654027 36.158784, -86.652547 36.1593))"
3281,47,037,016700,5,1500000US470370167005,470370167005,5,Block Group 5,BG,278934,0,"POLYGON ((-86.822806 36.13575, -86.821594 36.136896, -86.821431 36.137064, -86.816625 36.12976, -86.816672 36.129353, -86.81684300000001 36.128036, -86.821662 36.130553, -86.82233600000001 36.132712, -86.823548 36.13531, -86.822806 36.13575))"
3283,47,037,018500,5,1500000US470370185005,470370185005,5,Block Group 5,BG,1468501,0,"POLYGON ((-86.873503 36.098363, -86.86969499999999 36.103815, -86.86843 36.105736, -86.86158 36.103092, -86.860516 36.102706, -86.85918599999999 36.10228, -86.859037 36.098315, -86.85687900000001 36.098388, -86.856847 36.094079, -86.857006 36.093754, -86.860947 36.089492, -86.86464700000001 36.092554, -86.865672 36.09486, -86.866269 36.095226, -86.867817 36.095336, -86.86869 36.095364, -86.87325199999999 36.097082, -86.871887 36.098889, -86.87141099999999 36.099736, -86.872162 36.099058, -86.873503 36.098363))"
3332,47,037,019402,1,1500000US470370194021,470370194021,1,Block Group 1,BG,457978,0,"POLYGON ((-86.798104 36.184418, -86.795479 36.187098, -86.794518 36.187799, -86.79118099999999 36.185033, -86.789259 36.182092, -86.79141300000001 36.180513, -86.795207 36.178846, -86.79763699999999 36.182496, -86.798104 36.184418))"
3337,47,037,016100,2,1500000US470370161002,470370161002,2,Block Group 2,BG,1553514,0,"POLYGON ((-86.775378 36.134255, -86.765006 36.132906, -86.764859 36.133812, -86.76373700000001 36.140458, -86.764978 36.142284, -86.75861399999999 36.138121, -86.758031 36.137581, -86.75864799999999 36.135065, -86.758647 36.13367, -86.75869899999999 36.133146, -86.760361 36.128727, -86.760762 36.128364, -86.765204 36.125587, -86.765883 36.125172, -86.770771 36.122231, -86.773338 36.121112, -86.77252 36.125412, -86.772476 36.126493, -86.77290499999999 36.129308, -86.775378 36.134255))"
3342,47,037,011500,4,1500000US470370115004,470370115004,4,Block Group 4,BG,1031562,135840,"POLYGON ((-86.70981 36.217003, -86.706609 36.217934, -86.703985 36.213708, -86.70077000000001 36.210276, -86.695162 36.200522, -86.70131600000001 36.199217, -86.703113 36.198783, -86.705764 36.199651, -86.708979 36.201871, -86.709231 36.202312, -86.708133 36.202812, -86.705839 36.201393, -86.70482 36.201767, -86.701522 36.200837, -86.701285 36.204328, -86.703625 36.206517, -86.707841 36.207535, -86.709129 36.210344, -86.709125 36.213292, -86.710362 36.216118, -86.70981 36.217003))"
3356,47,037,010106,1,1500000US470370101061,470370101061,1,Block Group 1,BG,18694778,6845,"POLYGON ((-86.830888 36.265697, -86.829024 36.265968, -86.824912 36.268253, -86.821938 36.271311, -86.817329 36.27356, -86.81712899999999 36.272389, -86.815628 36.27312, -86.81222099999999 36.273065, -86.804877 36.274763, -86.800513 36.2744, -86.798337 36.275126, -86.790874 36.277789, -86.787195 36.277926, -86.78433699999999 36.278925, -86.78309900000001 36.278363, -86.779186 36.275022, -86.775392 36.27262, -86.77624299999999 36.26775, -86.77557 36.26466, -86.775971 36.262621, -86.77712099999999 36.2563, -86.77692399999999 36.250054, -86.778476 36.247881, -86.780231 36.246659, -86.78210199999999 36.244373, -86.790882 36.245104, -86.794128 36.244264, -86.798604 36.244817, -86.801787 36.244636, -86.803185 36.236685, -86.80887199999999 36.237185, -86.816931 36.236177, -86.812663 36.230255, -86.813734 36.229401, -86.818442 36.227999, -86.820144 36.223877, -86.821478 36.223061, -86.821821 36.222928, -86.824789 36.231744, -86.825188 36.232557, -86.827392 36.236874, -86.82957 36.248987, -86.829905 36.252493, -86.8308 36.264112, -86.830888 36.265697))"
3369,47,037,011600,4,1500000US470370116004,470370116004,4,Block Group 4,BG,808843,0,"POLYGON ((-86.717866 36.188388, -86.717258 36.19298, -86.717225 36.195948, -86.708656 36.195479, -86.70909899999999 36.19016, -86.70941500000001 36.187496, -86.709757 36.186339, -86.71096 36.185884, -86.718065 36.186621, -86.717866 36.188388))"
3432,47,037,013701,3,1500000US470370137013,470370137013,3,Block Group 3,BG,1077358,73162,"POLYGON ((-86.829964 36.188117, -86.827591 36.191461, -86.81566100000001 36.184745, -86.81420900000001 36.183975, -86.81460199999999 36.18022, -86.82020300000001 36.180453, -86.82426100000001 36.180955, -86.824828 36.181202, -86.83164499999999 36.182977, -86.829964 36.188117))"
3433,47,037,015632,3,1500000US470370156323,470370156323,3,Block Group 3,BG,2180511,1383216,"POLYGON ((-86.621414 36.160755, -86.614648 36.164957, -86.60981099999999 36.167869, -86.60665899999999 36.169144, -86.603454 36.169956, -86.601383 36.170233, -86.60105799999999 36.169516, -86.59795 36.165075, -86.597543 36.16405, -86.597323 36.16319, -86.597148 36.161339, -86.59674699999999 36.156915, -86.61353800000001 36.144124, -86.613516 36.149847, -86.61877699999999 36.155981, -86.619007 36.156181, -86.618562 36.156533, -86.618452 36.157035, -86.621414 36.160755))"
3434,47,037,015618,5,1500000US470370156185,470370156185,5,Block Group 5,BG,1095324,0,"POLYGON ((-86.619157 36.073488, -86.61575499999999 36.076474, -86.618999 36.07953, -86.619049 36.081425, -86.61759600000001 36.082165, -86.618208 36.083292, -86.61709399999999 36.089261, -86.61573199999999 36.089231, -86.61383499999999 36.086775, -86.611661 36.0816, -86.607074 36.077985, -86.608467 36.076248, -86.609668 36.072788, -86.61050400000001 36.072516, -86.617321 36.073314, -86.619157 36.073488))"
3469,47,037,017800,1,1500000US470370178001,470370178001,1,Block Group 1,BG,985740,0,"POLYGON ((-86.786959 36.107729, -86.78159599999999 36.110196, -86.780794 36.111668, -86.778111 36.112856, -86.774851 36.115706, -86.774704 36.115909, -86.773815 36.116036, -86.77331100000001 36.116129, -86.773259 36.115919, -86.772171 36.112831, -86.771777 36.112199, -86.771069 36.111118, -86.771345 36.110902, -86.77328900000001 36.110297, -86.77279299999999 36.105466, -86.77660400000001 36.105206, -86.780687 36.105066, -86.785083 36.105546, -86.788695 36.105925, -86.786959 36.107729))"
3470,47,037,018102,1,1500000US470370181021,470370181021,1,Block Group 1,BG,1578056,0,"POLYGON ((-86.88352399999999 36.136766, -86.880563 36.139069, -86.87923000000001 36.140147, -86.874743 36.136928, -86.87412500000001 36.136886, -86.87165899999999 36.13771, -86.869339 36.137586, -86.86337 36.138428, -86.861228 36.13819, -86.861452 36.136956, -86.86251300000001 36.135396, -86.86563099999999 36.133196, -86.870068 36.132689, -86.869849 36.132498, -86.868459 36.131083, -86.8698 36.12987, -86.873271 36.129394, -86.873592 36.1289, -86.88360400000001 36.130523, -86.88351 36.131932, -86.885229 36.13579, -86.88352399999999 36.136766))"
3500,47,037,015617,1,1500000US470370156171,470370156171,1,Block Group 1,BG,777949,0,"POLYGON ((-86.614778 36.090902, -86.613838 36.092949, -86.611214 36.093099, -86.609779 36.092606, -86.610191 36.094565, -86.609269 36.097409, -86.60721100000001 36.098847, -86.60547200000001 36.102573, -86.603971 36.102609, -86.60311900000001 36.09895, -86.60343899999999 36.096716, -86.605829 36.09268, -86.607195 36.087735, -86.60817299999999 36.087859, -86.609268 36.088275, -86.61006 36.088433, -86.611799 36.0885, -86.614048 36.08903, -86.614778 36.090902))"
3501,47,037,016700,3,1500000US470370167003,470370167003,3,Block Group 3,BG,1168592,0,"POLYGON ((-86.84646100000001 36.133537, -86.844628 36.135251, -86.84308299999999 36.136114, -86.83336300000001 36.138798, -86.834093 36.132892, -86.833558 36.131652, -86.83432000000001 36.131431, -86.833882 36.128596, -86.833455 36.125634, -86.83842300000001 36.126096, -86.838656 36.130016, -86.84019499999999 36.129491, -86.843884 36.127573, -86.845812 36.128104, -86.84762499999999 36.131462, -86.84646100000001 36.133537))"
3502,47,037,017402,4,1500000US470370174024,470370174024,4,Block Group 4,BG,1014879,0,"POLYGON ((-86.734605 36.109933, -86.728815 36.109607, -86.728047 36.109449, -86.728722 36.107006, -86.725266 36.107506, -86.720591 36.107103, -86.72178599999999 36.101267, -86.724372 36.100904, -86.735058 36.101197, -86.734605 36.109933))"
3507,47,037,015900,1,1500000US470370159001,470370159001,1,Block Group 1,BG,1389176,0,"POLYGON ((-86.755791 36.146601, -86.744366 36.142799, -86.742831 36.142301, -86.74365899999999 36.136402, -86.748338 36.134002, -86.74959699999999 36.131951, -86.758031 36.137581, -86.755791 36.146601))"
3524,47,037,013701,1,1500000US470370137011,470370137011,1,Block Group 1,BG,701790,0,"POLYGON ((-86.81460199999999 36.18022, -86.81420900000001 36.183975, -86.81411 36.184734, -86.81217700000001 36.184553, -86.80407599999999 36.186613, -86.80250599999999 36.186981, -86.802052 36.185178, -86.800523 36.181399, -86.80156700000001 36.180586, -86.809511 36.180026, -86.81184500000001 36.180112, -86.814464 36.180214, -86.81460199999999 36.18022))"
3527,47,037,010802,1,1500000US470370108021,470370108021,1,Block Group 1,BG,2323796,0,"POLYGON ((-86.751569 36.240678, -86.74321999999999 36.247545, -86.741285 36.250033, -86.740084 36.249785, -86.735535 36.249282, -86.723056 36.248187, -86.728748 36.236529, -86.73033599999999 36.23703, -86.731863 36.237223, -86.73814400000001 36.237848, -86.741271 36.238613, -86.742195 36.23889, -86.74651299999999 36.240026, -86.751569 36.240678))"
3536,47,037,010302,2,1500000US470370103022,470370103022,2,Block Group 2,BG,2668987,6813,"POLYGON ((-86.717827 36.338987, -86.71486299999999 36.336177, -86.70969700000001 36.333606, -86.701874 36.317797, -86.701026 36.31411, -86.702136 36.310767, -86.704195 36.308338, -86.70584700000001 36.311398, -86.707612 36.30757, -86.712278 36.308099, -86.71202700000001 36.309273, -86.716837 36.308971, -86.71410899999999 36.314023, -86.713311 36.316324, -86.71337200000001 36.323018, -86.714764 36.328589, -86.71702399999999 36.33309, -86.71771699999999 36.338456, -86.717827 36.338987))"
3546,47,037,013202,1,1500000US470370132021,470370132021,1,Block Group 1,BG,1359399,12651,"POLYGON ((-86.889276 36.163903, -86.88814499999999 36.164149, -86.885248 36.162601, -86.883216 36.162786, -86.881604 36.163795, -86.880971 36.166015, -86.87979199999999 36.167003, -86.87948 36.168828, -86.87550299999999 36.168585, -86.875984 36.167208, -86.87385999999999 36.16757, -86.871905 36.166734, -86.87029099999999 36.165046, -86.86842900000001 36.164356, -86.868185 36.163892, -86.86649800000001 36.160667, -86.86726299999999 36.156738, -86.877011 36.158064, -86.887927 36.163001, -86.888741 36.162835, -86.889276 36.163903))"
3559,47,037,010103,1,1500000US470370101031,470370101031,1,Block Group 1,BG,22400493,61097,"POLYGON ((-86.910994 36.357101, -86.909953 36.360486, -86.91000099999999 36.363278, -86.906254 36.366218, -86.907866 36.368373, -86.908151 36.370249, -86.909583 36.370799, -86.909818 36.372128, -86.911344 36.372174, -86.91562500000001 36.370867, -86.914732 36.373346, -86.91605800000001 36.373512, -86.91493699999999 36.378073, -86.912639 36.377939, -86.91207300000001 36.377148, -86.909807 36.379192, -86.912054 36.380851, -86.91323300000001 36.382621, -86.914208 36.383541, -86.91292199999999 36.383586, -86.91086900000001 36.38814, -86.909198 36.390256, -86.907101 36.390404, -86.901308 36.389065, -86.898938 36.389979, -86.89429800000001 36.389097, -86.893406 36.388212, -86.889257 36.38667, -86.886495 36.384023, -86.885634 36.381777, -86.883403 36.380333, -86.881187 36.38092, -86.87861100000001 36.378631, -86.87882999999999 36.374678, -86.877483 36.372191, -86.876116 36.371892, -86.874334 36.373698, -86.87016800000001 36.37419, -86.86895 36.372827, -86.86453400000001 36.370294, -86.86214 36.369569, -86.85916899999999 36.368986, -86.860225 36.365778, -86.861412 36.363964, -86.86242900000001 36.364283, -86.86260799999999 36.365536, -86.86408 36.36639, -86.86633999999999 36.366359, -86.869356 36.363316, -86.871112 36.362477, -86.87357299999999 36.362107, -86.87892100000001 36.360209, -86.882879 36.357864, -86.881432 36.355797, -86.881248 36.354023, -86.877033 36.348943, -86.872511 36.345295, -86.872052 36.3443, -86.87156 36.33984, -86.870041 36.336546, -86.869557 36.33325, -86.869767 36.330905, -86.869319 36.327102, -86.86840100000001 36.324015, -86.88685099999999 36.326514, -86.89113399999999 36.327172, -86.89620499999999 36.329268, -86.910712 36.335739, -86.91752200000001 36.339746, -86.910994 36.357101))"
3573,47,037,017000,1,1500000US470370170001,470370170001,1,Block Group 1,BG,557653,0,"POLYGON ((-86.78600900000001 36.128852, -86.785689 36.132144, -86.781018 36.13109, -86.77897900000001 36.131802, -86.779251 36.132506, -86.776875 36.132306, -86.776612 36.133854, -86.77856 36.134276, -86.775378 36.134255, -86.77290499999999 36.129308, -86.772476 36.126493, -86.774288 36.126655, -86.775283 36.129182, -86.777888 36.128595, -86.78243500000001 36.127576, -86.783086 36.12758, -86.786165 36.127878, -86.78600900000001 36.128852))"
3580,47,037,010106,2,1500000US470370101062,470370101062,2,Block Group 2,BG,2921696,0,"POLYGON ((-86.816931 36.236177, -86.80887199999999 36.237185, -86.803185 36.236685, -86.801787 36.244636, -86.798604 36.244817, -86.794128 36.244264, -86.790882 36.245104, -86.78210199999999 36.244373, -86.782983 36.241281, -86.780691 36.240892, -86.780924 36.238265, -86.786343 36.237926, -86.786106 36.236536, -86.78786700000001 36.235048, -86.788037 36.234422, -86.788993 36.233773, -86.789078 36.233579, -86.789494 36.233353, -86.79010100000001 36.233275, -86.790278 36.233304, -86.790744 36.233106, -86.79114 36.233085, -86.791507 36.232788, -86.791769 36.232661, -86.792249 36.232639, -86.792436 36.232821, -86.797549 36.231708, -86.801069 36.233204, -86.80256900000001 36.232137, -86.80592 36.232413, -86.807901 36.230615, -86.811476 36.229297, -86.812663 36.230255, -86.816931 36.236177))"
3581,47,037,018404,3,1500000US470370184043,470370184043,3,Block Group 3,BG,563715,0,"POLYGON ((-86.894233 36.085264, -86.89216399999999 36.088576, -86.891329 36.089412, -86.89107300000001 36.089626, -86.88991300000001 36.09039, -86.885423 36.092584, -86.88568100000001 36.086692, -86.885501 36.082563, -86.887106 36.082627, -86.894526 36.084788, -86.894233 36.085264))"
3590,47,037,010502,3,1500000US470370105023,470370105023,3,Block Group 3,BG,4353469,192541,"POLYGON ((-86.64912200000001 36.237742, -86.638859 36.236972, -86.63878800000001 36.235531, -86.635682 36.233812, -86.629395 36.233834, -86.6259 36.23452, -86.625012 36.233166, -86.624736 36.232289, -86.62464300000001 36.231775, -86.62485 36.229706, -86.62547600000001 36.226016, -86.62553 36.225586, -86.624594 36.224384, -86.623267 36.222674, -86.621998 36.220969, -86.62146300000001 36.219686, -86.622736 36.212472, -86.622803 36.213349, -86.62486699999999 36.213831, -86.629082 36.216416, -86.630635 36.215878, -86.630853 36.215038, -86.63448200000001 36.214409, -86.63585399999999 36.21133, -86.63892 36.209603, -86.639366 36.211277, -86.641914 36.216887, -86.643748 36.223506, -86.645174 36.227853, -86.647222 36.232276, -86.650009 36.236724, -86.64912200000001 36.237742))"
3597,47,037,019600,2,1500000US470370196002,470370196002,2,Block Group 2,BG,5638863,251916,"POLYGON ((-86.762373 36.154753, -86.76230700000001 36.154802, -86.76091599999999 36.155998, -86.760414 36.157342, -86.760463 36.159064, -86.74865699999999 36.160741, -86.744085 36.162098, -86.7406 36.162924, -86.729883 36.16422, -86.725295 36.164197, -86.72383600000001 36.15909, -86.72222600000001 36.155124, -86.722075 36.15364, -86.72156 36.153718, -86.722605 36.144855, -86.721684 36.141696, -86.722283 36.140579, -86.72300199999999 36.140558, -86.731629 36.141218, -86.733501 36.1418, -86.7368 36.143163, -86.74364199999999 36.147232, -86.747018 36.149381, -86.750739 36.151209, -86.756226 36.153479, -86.758335 36.154383, -86.759506 36.154674, -86.76159199999999 36.154709, -86.762208 36.154542, -86.76428 36.153544, -86.762373 36.154753))"
3599,47,037,015401,1,1500000US470370154011,470370154011,1,Block Group 1,BG,3620022,804569,"POLYGON ((-86.6259 36.23452, -86.623625 36.234252, -86.622134 36.234091, -86.622123 36.240069, -86.621359 36.24105, -86.623043 36.243428, -86.622798 36.249308, -86.62101199999999 36.248499, -86.616226 36.245767, -86.615092 36.245104, -86.609988 36.244204, -86.594286 36.245105, -86.593276 36.241945, -86.595088 36.241461, -86.595439 36.239407, -86.593493 36.239796, -86.593689 36.237109, -86.594629 36.229249, -86.597103 36.228967, -86.597618 36.226961, -86.597807 36.225643, -86.603218 36.226321, -86.60298 36.22877, -86.60498200000001 36.230341, -86.623768 36.232226, -86.624736 36.232289, -86.625012 36.233166, -86.6259 36.23452))"
3693,47,037,010801,3,1500000US470370108013,470370108013,3,Block Group 3,BG,1839358,0,"POLYGON ((-86.737515 36.264692, -86.735088 36.276352, -86.73394399999999 36.278991, -86.731185 36.277068, -86.72569300000001 36.275656, -86.71659099999999 36.274867, -86.71454199999999 36.275975, -86.710567 36.275667, -86.711493 36.272899, -86.718833 36.273568, -86.719311 36.272848, -86.72355399999999 36.271418, -86.724941 36.265516, -86.724186 36.264102, -86.73156 36.264531, -86.73638099999999 36.264309, -86.737515 36.264692))"
3694,47,037,018804,1,1500000US470370188041,470370188041,1,Block Group 1,BG,2612926,16671,"POLYGON ((-86.768739 36.032574, -86.76103000000001 36.031825, -86.757105 36.032234, -86.753373 36.031276, -86.74395800000001 36.030472, -86.74352 36.026479, -86.74239900000001 36.025025, -86.742676 36.021752, -86.740515 36.01536, -86.73846500000001 36.014008, -86.738652 36.013256, -86.75032299999999 36.019339, -86.777128 36.033239, -86.768739 36.032574))"
3695,47,037,017500,1,1500000US470370175001,470370175001,1,Block Group 1,BG,885444,0,"POLYGON ((-86.750772 36.102887, -86.750888 36.111289, -86.742963 36.110793, -86.74073199999999 36.110561, -86.741271 36.106319, -86.74285500000001 36.106418, -86.74457099999999 36.106353, -86.745642 36.100763, -86.746691 36.098306, -86.749505 36.09859, -86.751109 36.098534, -86.750772 36.102887))"
3696,47,037,013300,2,1500000US470370133002,470370133002,2,Block Group 2,BG,710511,0,"POLYGON ((-86.86206 36.169282, -86.857679 36.166835, -86.85620400000001 36.166465, -86.853213 36.164753, -86.850573 36.163146, -86.850398 36.160949, -86.85812900000001 36.160671, -86.86575999999999 36.165012, -86.86206 36.169282))"
3697,47,037,018901,2,1500000US470370189012,470370189012,2,Block Group 2,BG,2288502,0,"POLYGON ((-86.76002 36.081511, -86.75782599999999 36.083538, -86.75132600000001 36.089531, -86.750164 36.090315, -86.747255 36.091481, -86.74557900000001 36.09171, -86.743619 36.091746, -86.734515 36.090847, -86.730228 36.086877, -86.733918 36.084781, -86.733744 36.083363, -86.74032200000001 36.080997, -86.744777 36.081205, -86.745193 36.078604, -86.752454 36.081211, -86.75538899999999 36.081113, -86.756919 36.080963, -86.758369 36.081073, -86.76002 36.081511))"
3770,47,037,018205,2,1500000US470370182052,470370182052,2,Block Group 2,BG,3299413,430,"POLYGON ((-86.922549 36.092106, -86.919977 36.093915, -86.91744199999999 36.098434, -86.915294 36.109872, -86.91280500000001 36.113315, -86.914691 36.114216, -86.91261299999999 36.116651, -86.913962 36.117936, -86.908252 36.123637, -86.90569000000001 36.125126, -86.90579 36.119054, -86.906453 36.116718, -86.907867 36.117789, -86.908963 36.116772, -86.90908399999999 36.113835, -86.90595999999999 36.111838, -86.90402 36.111707, -86.902314 36.113461, -86.89851400000001 36.112266, -86.89709000000001 36.112697, -86.894661 36.10863, -86.896156 36.105839, -86.89802 36.104683, -86.89806400000001 36.103316, -86.90249 36.102147, -86.90725 36.101448, -86.90877500000001 36.099635, -86.91247 36.097332, -86.913838 36.095713, -86.91236000000001 36.093024, -86.912826 36.091543, -86.919184 36.092407, -86.92171500000001 36.091434, -86.922549 36.092106))"
3776,47,037,010202,3,1500000US470370102023,470370102023,3,Block Group 3,BG,22625552,0,"POLYGON ((-86.772599 36.335681, -86.769445 36.337562, -86.765829 36.337255, -86.764034 36.337443, -86.761246 36.338458, -86.75612099999999 36.342876, -86.757001 36.34741, -86.756985 36.352317, -86.75821999999999 36.354476, -86.75838400000001 36.357389, -86.759503 36.359163, -86.75938600000001 36.360239, -86.757925 36.36116, -86.75415099999999 36.361841, -86.752661 36.362909, -86.755071 36.36466, -86.75724700000001 36.366977, -86.757301 36.367132, -86.757317 36.367766, -86.75734799999999 36.367988, -86.757452 36.368379, -86.76036999999999 36.372267, -86.759604 36.372101, -86.75659899999999 36.372422, -86.753624 36.374989, -86.748679 36.376577, -86.749075 36.378684, -86.748713 36.381143, -86.749516 36.383123, -86.749194 36.383995, -86.747017 36.385369, -86.74500399999999 36.385259, -86.743882 36.385883, -86.743267 36.388807, -86.740723 36.389859, -86.740213 36.390717, -86.736687 36.388815, -86.73343 36.385835, -86.732688 36.383659, -86.73045 36.381259, -86.729837 36.377742, -86.72855800000001 36.375472, -86.72848399999999 36.373224, -86.727529 36.372316, -86.726665 36.368849, -86.726371 36.366173, -86.725432 36.363348, -86.726192 36.360972, -86.72495600000001 36.357736, -86.72468000000001 36.353429, -86.722791 36.351627, -86.723495 36.34768, -86.721715 36.345972, -86.721054 36.342076, -86.71886600000001 36.339532, -86.717827 36.338987, -86.71771699999999 36.338456, -86.7206 36.33983, -86.72338000000001 36.343264, -86.72603599999999 36.342883, -86.728579 36.343593, -86.729337 36.341977, -86.72908200000001 36.338607, -86.73333700000001 36.339219, -86.733896 36.335323, -86.73541400000001 36.335292, -86.73575200000001 36.332831, -86.733743 36.3319, -86.73123200000001 36.332017, -86.730262 36.330398, -86.731526 36.327562, -86.73447 36.324825, -86.73671400000001 36.322127, -86.740448 36.32039, -86.741393 36.319387, -86.741073 36.318022, -86.738427 36.315001, -86.73469299999999 36.313696, -86.733563 36.312809, -86.732497 36.309637, -86.731774 36.305178, -86.737122 36.305649, -86.73795200000001 36.302193, -86.740049 36.302585, -86.741382 36.303499, -86.742983 36.306673, -86.74478999999999 36.307868, -86.746354 36.309721, -86.748655 36.310931, -86.75308 36.311766, -86.755218 36.314267, -86.755321 36.318536, -86.75613300000001 36.319262, -86.76012900000001 36.318898, -86.763143 36.32036, -86.763558 36.321572, -86.76311699999999 36.323715, -86.76391599999999 36.324609, -86.766972 36.324499, -86.76970799999999 36.325662, -86.770929 36.327097, -86.770764 36.330166, -86.774832 36.333478, -86.772599 36.335681))"
3799,47,037,019115,2,1500000US470370191152,470370191152,2,Block Group 2,BG,3518301,0,"POLYGON ((-86.725331 36.018873, -86.72376199999999 36.019656, -86.72332 36.024391, -86.71974 36.025003, -86.7184 36.024907, -86.713049 36.02547, -86.71290500000001 36.024244, -86.71221300000001 36.022467, -86.711562 36.021529, -86.70566599999999 36.015382, -86.701689 36.009526, -86.70081999999999 36.007596, -86.69940200000001 36.004665, -86.69278799999999 35.998916, -86.68786 35.995441, -86.687714 35.995343, -86.68961400000001 35.994966, -86.69069399999999 35.994905, -86.692324 35.994753, -86.693173 35.996, -86.703215 36.00217, -86.712896 36.008122, -86.720169 36.008744, -86.71935499999999 36.01394, -86.72563 36.014701, -86.725331 36.018873))"
3815,47,037,019117,2,1500000US470370191172,470370191172,2,Block Group 2,BG,4464501,0,"POLYGON ((-86.66546200000001 36.0105, -86.66543900000001 36.010892, -86.664356 36.017665, -86.665092 36.020312, -86.664677 36.022875, -86.660768 36.021301, -86.659347 36.022729, -86.654152 36.021745, -86.649676 36.019891, -86.64407799999999 36.022947, -86.64133699999999 36.018091, -86.64181000000001 36.014597, -86.640484 36.013442, -86.63969299999999 36.011218, -86.640258 36.006044, -86.635893 36.000241, -86.653475 36.002078, -86.65485 36.004102, -86.655433 36.005722, -86.656183 36.006166, -86.665885 36.007943, -86.66546200000001 36.0105))"
